,116,119,120,127,128,137,143,144,146,147,150,151,152,153,157,160,161,164,167,168,173,174,195,2000,2001,2002,2003,2004,2005,2006,2008,2009,2010,2012,2017,2021,2022,2023,212,216,217,218,223,224,225,228,229,232,233,236,237,238,239,241,242,243,244,245,247,248,249,250,251,252,254,257,258,259,260,261,262,263,264,265,266,267,268,270,271,274,275,276,278,279,280,281,282,284,285,289,290,291,293,294,295,296,297,298,300,3002,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,320,321,322,323,324,325,326,327,328,329,330,331,332,334,335,336,337,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,372,373,375,376,377,379,380,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,414,415,416,417,418,419,420,421,422,423,426,427,428,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,536,537,538,539,540,545,546,72,79,82,83
116,20,0,0,10,1,0,0,0,0,4,0,4,0,13,1,3,0,0,1,40,2,8,0,0,0,0,4,2,0,0,0,1,1,0,0,0,0,0,49,0,0,0,4,1,1,0,1,0,0,4,3,3,0,0,0,0,0,0,3,0,0,2,0,4,1,1,0,0,0,0,0,1,0,2,0,9,0,1,0,0,0,0,0,0,4,2,0,5,7,0,1,0,7,5,0,0,7,0,1,1,2,0,2,1,0,0,1,0,1,0,0,2,0,0,0,1,0,58,0,0,0,0,0,2,3,1,2,6,2,0,0,23,1,2,0,0,0,0,1,0,0,13,13,15,1,0,1,0,0,0,0,0,0,6,18,0,0,0,1,1,0,0,0,0,7,1,1,0,3,0,2,3,2,12,3,0,0,2,0,43,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,10,33,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,1,1,8,1,1,0,0,3,6,24,49,0,0,2,1,1,2,19,0,18,3,29,4,9,0,14,29,0,0,0,4,15,132,0,6,66,9,0,3,13,0,1,1,13,0,1,2,10,3,3,38,2,5,1,0,14,7,9,15,7,15,6,15,11,11,0,2,37,3,26,27,2,3,0,0,0,28,9,14,2,0,23,3,0,19,1,1,8,0,10,0,26,2,109,0,38,2,2,6,0,5,2,2,1,0,11,0,0,12,0,0,12,3,12,1,0,0,0
119,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,5,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,2,0,0,0,1,0,0,0,0,0,2,3,2,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
127,25,0,0,19,6,0,0,0,1,8,1,6,1,4,0,0,2,0,0,13,0,0,2,2,0,0,1,8,0,0,3,1,7,0,0,1,1,0,11,0,0,2,29,2,1,0,20,0,0,3,9,18,0,0,0,0,0,0,14,1,0,14,14,2,0,2,0,0,0,0,0,4,4,1,0,1,2,0,0,0,0,3,0,0,8,0,0,89,9,0,0,0,21,9,1,0,3,0,6,1,3,1,12,0,0,2,4,5,2,0,1,4,0,0,0,1,2,12,0,0,0,0,0,0,4,11,14,12,2,0,0,8,6,12,0,1,0,0,0,0,0,22,23,21,11,0,0,0,0,0,0,3,0,13,4,0,8,1,1,0,0,1,0,0,31,19,0,0,28,0,5,1,7,25,14,0,0,2,5,4,0,0,2,0,0,5,0,0,0,0,0,0,2,11,3,17,17,2,0,0,0,6,0,0,0,1,0,8,0,0,0,0,1,0,15,6,5,0,0,1,5,2,28,0,0,9,9,0,0,11,0,6,4,7,9,2,0,1,17,3,0,0,3,3,23,0,4,8,9,0,2,6,0,0,0,16,0,1,2,5,8,2,2,2,1,1,0,9,4,7,3,2,4,3,1,2,7,0,3,14,2,8,6,1,4,1,0,1,4,4,0,0,3,21,0,4,2,0,5,2,0,7,0,13,0,43,0,4,0,2,0,0,0,0,10,8,0,2,2,0,19,1,0,3,1,3,4,13,0,0
128,17,0,0,15,29,0,0,0,8,8,6,26,6,0,0,0,12,1,9,26,0,3,12,0,0,0,0,3,0,0,3,3,22,4,0,0,1,0,5,0,0,0,6,0,6,0,14,0,0,6,7,2,0,0,0,0,0,0,5,4,0,33,16,12,11,26,0,0,2,0,0,3,2,16,0,1,27,0,0,0,0,3,0,0,9,1,0,14,9,0,0,0,14,13,1,1,2,0,5,9,11,0,7,7,1,1,10,2,0,1,0,10,0,0,2,1,4,3,3,0,0,0,0,1,4,26,5,3,1,9,0,6,12,4,0,1,4,1,0,0,0,35,10,33,5,2,3,0,1,2,0,10,1,23,33,0,0,15,0,4,0,0,0,0,35,18,1,0,30,0,4,10,7,43,3,1,0,1,0,1,1,0,0,0,0,13,0,0,0,0,0,0,12,4,12,6,5,0,0,0,0,19,1,3,0,0,0,4,0,0,0,0,0,0,15,2,9,0,0,6,8,0,19,0,0,10,8,1,0,10,0,5,8,0,0,1,2,2,3,0,2,0,0,2,20,4,15,3,3,0,0,9,2,0,0,6,0,3,5,5,1,6,1,0,0,0,0,4,17,0,1,2,0,0,2,1,4,0,1,1,9,10,8,3,2,0,0,4,3,3,14,5,3,2,0,0,1,0,5,3,0,3,0,5,1,6,0,1,3,0,0,2,0,1,1,20,1,1,1,2,2,0,0,8,2,9,1,7,1,1
137,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,2,0,4,2,1,7,2,1,0,0,0,1,0,0,2,0,0,0,0,3,1,6,4,0,0,0,0,0,0,0,8,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,2,4,0,0,3,0,9,0,2,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,64,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,1,0,0,0,0,1,25,0,0,2,1,3,3,0,9,2,1,1,2,1,13,1,0,0,6,0,0,18,2,4,0,9,6,0,0,0,0,7,0,0,26,1,4,11,0,0,0,17,5,0,1,19,2,1,1,16,7,3,5,1,2,14,15,2,3,0,2,0,0,0,4,1,3,1,6,4,3,0,0,3,5,7,2,16,6,1,2,1,9,0,6,18,9,0,0,7,0,0,0,8,0,1,1,4,2,0,0,0
143,0,0,1,1,0,0,4,0,1,0,0,0,0,2,23,0,0,0,0,0,0,0,3,42,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,15,2,0,0,0,1,0,0,0,0,0,0,5,1,9,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,1,9,1,0,1,0,0,2,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,5,21,1,0,0,4,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,12,0,0,1,0,5,1,0,0,0,0,0,0,4,0,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,2,12,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,1,0,0,9,4,0,0,0,6,7,0,7,3,0,0,0,3,0,0,3,0,1,8,5,0,0,0,5,0,0,6,0,2,0,0,0,0,0,3,0,0,0,0,8,1,0,3,1,0,1,0,6,0,0,0,0,0,0,2,25,37,4,1,1,0,3,0,0,2,0,1,2,7,1,0,0,2,0,0,0,0,7,0,2,0,0,0,0,1,0,0,11,1,1,0,3,0,0,0,9,0,0,2,1,0,3,1,3,8,0,2,2,0,1,0,5,1,0,14,0,0,1,0,0,2,24,10,32,16,1,0,1,0,1,0,0,0,0,0,0,0,1,3,10,9,0,1,3,1,0,0,4,1,1,7,2,4,5,0,7,0,0,0,0,2,1,0,0,5,9,3,1,2,0,0,0,0,17,20,2,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,0,4,1,0,0,0,1,0,0,0,5,0,10,0,0,0,0,0,0,12,0,3,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,3,0,0,0,0,2,3,0,1,4,1,0,1,0,0,0,0,4,1,1,1,1,0,0,0,1,0,0,0,0,3,0,0,1,0,4,0,2,0,0,0,2,0,1,1,0,0,0,0,9,0,1,0,0,2,3,6,1,0,0,0,1,1,0,0,0,0,6,0,2,0,2,0,0,0,1,0,2,0,0,2,0,1,0,0,0,1,0,0,20,1,0
