,count
"(-74.01292792580078, 40.67732999734482, -74.01230404211701, 40.67786297229144)",1209
"(-74.01230404211701, 40.67786297229144, -74.01167952233229, 40.67839360254641)",1209
"(-74.00898332118193, 40.67196815773068, -74.00912811645168, 40.67175821011781)",251
"(-74.00898332118193, 40.67196815773068, -74.0086280170476, 40.672664392124425)",251
"(-74.00912811645168, 40.67175821011781, -74.00982455709726, 40.67193240065016)",251
"(-74.0086280170476, 40.672664392124425, -74.00834130627216, 40.673297871618665)",662
"(-74.00834130627216, 40.673297871618665, -74.00664999463368, 40.672802949746284)",874
"(-74.00834130627216, 40.673297871618665, -74.00803060910242, 40.67396562562768)",212
"(-74.00664999463368, 40.672802949746284, -74.00507901800565, 40.672363821569554)",874
"(-74.01167952233229, 40.67839360254641, -74.01105454214019, 40.67892540008934)",1209
"(-74.01105454214019, 40.67892540008934, -74.0104278017604, 40.679459760827726)",2121
"(-74.0104278017604, 40.679459760827726, -74.0098052973035, 40.679990668785656)",2121
"(-74.00803060910242, 40.67396562562768, -74.00771092877481, 40.6746254277991)",212
"(-74.00507901800565, 40.672363821569554, -74.00324168663221, 40.67185224228774)",964
"(-74.00324168663221, 40.67185224228774, -74.00121990408616, 40.67131290977163)",639
"(-74.00324168663221, 40.67185224228774, -74.0029102125256, 40.672534418424206)",325
"(-74.00771092877481, 40.6746254277991, -74.00751165434437, 40.675039033972446)",153
"(-74.00549809675486, 40.684325958076045, -74.0058192546913, 40.68365655427884)",2683
"(-74.00549809675486, 40.684325958076045, -74.0051788806772, 40.68499519603984)",2683
"(-74.0058192546913, 40.68365655427884, -74.00596041075583, 40.6833628714425)",2683
"(-74.00121990408616, 40.67131290977163, -73.99996327714682, 40.67097956347766)",639
"(-73.99996327714682, 40.67097956347766, -73.99965926029755, 40.67162708750218)",639
"(-74.0029102125256, 40.672534418424206, -74.00260810959696, 40.67318223913758)",325
"(-74.00260810959696, 40.67318223913758, -74.00229347570239, 40.67383738764887)",325
"(-74.00229347570239, 40.67383738764887, -74.0021957461331, 40.673876327824665)",325
"(-73.99965926029755, 40.67162708750218, -73.99934695849022, 40.67227260157711)",639
"(-73.99934695849022, 40.67227260157711, -73.99916167322917, 40.67223906519065)",639
"(-73.99916167322917, 40.67223906519065, -73.99906486592292, 40.672333349284635)",639
"(-74.00132421164997, 40.67571223891586, -74.00133729257621, 40.67567803721193)",426
"(-74.00132421164997, 40.67571223891586, -74.00131039746167, 40.67575045782299)",426
"(-74.00133729257621, 40.67567803721193, -74.00140309034917, 40.675538371982505)",426
"(-74.0021957461331, 40.673876327824665, -74.00214853978879, 40.67397737370359)",325
"(-74.0016160595481, 40.67508631433326, -74.00080909824769, 40.67487608863167)",155
"(-74.0016160595481, 40.67508631433326, -74.00164250269819, 40.67503235870913)",581
"(-74.0016160595481, 40.67508631433326, -74.00140309034917, 40.675538371982505)",426
"(-74.00080909824769, 40.67487608863167, -74.00062831120819, 40.67482495852469)",155
"(-73.99898242869834, 40.67241358358645, -73.99906486592292, 40.672333349284635)",639
"(-73.99898242869834, 40.67241358358645, -73.99891277678674, 40.67248076138065)",639
"(-73.99891277678674, 40.67248076138065, -73.99881832242767, 40.67257410785038)",639
"(-74.00131039746167, 40.67575045782299, -74.00129096519822, 40.675797986313526)",426
"(-74.01100637147701, 40.672227978729495, -74.01173329192078, 40.67269448181156)",251
"(-74.01100637147701, 40.672227978729495, -74.00982455709726, 40.67193240065016)",251
"(-74.01173329192078, 40.67269448181156, -74.01244115447139, 40.67314874343735)",251
"(-74.00062831120819, 40.67482495852469, -74.00045011468082, 40.67476942460533)",155
"(-74.00045011468082, 40.67476942460533, -74.0003561553709, 40.67474573328763)",155
"(-74.0003561553709, 40.67474573328763, -74.00013621940334, 40.674688307021334)",155
"(-74.00164250269819, 40.67503235870913, -74.00169391402974, 40.674927451580984)",581
"(-74.00169391402974, 40.674927451580984, -74.00192453388962, 40.67445686767263)",581
"(-74.00192453388962, 40.67445686767263, -74.00210501734045, 40.6740705381874)",325
"(-74.00210501734045, 40.6740705381874, -74.00214853978879, 40.67397737370359)",325
"(-74.01739796592196, 40.70845740998238, -74.01695833805474, 40.70905766172049)",5136
"(-74.01695833805474, 40.70905766172049, -74.01676485998686, 40.7093330258103)",5136
"(-74.01676485998686, 40.7093330258103, -74.01638142250701, 40.71007837180698)",5136
"(-74.01638142250701, 40.71007837180698, -74.01597926657278, 40.71108458623012)",332
"(-74.01638142250701, 40.71007837180698, -74.01521226901758, 40.70982972647772)",4804
"(-74.01706855760327, 40.70473099931219, -74.01684600650113, 40.704634885379704)",4134
"(-74.01706855760327, 40.70473099931219, -74.01704963760685, 40.70483662941912)",4134
"(-74.01684600650113, 40.704634885379704, -74.0167703433133, 40.70463219129162)",4134
"(-74.01704963760685, 40.70483662941912, -74.01669907442812, 40.70572823220991)",4134
"(-74.01669907442812, 40.70572823220991, -74.01642753723138, 40.70647764714563)",10075
"(-74.01642753723138, 40.70647764714563, -74.01620424871123, 40.70708727002185)",10075
"(-74.01620424871123, 40.70708727002185, -74.01589242648716, 40.70778875591472)",10075
"(-74.01589242648716, 40.70778875591472, -74.01543085526136, 40.70909728747892)",10075
"(-74.01521226901758, 40.70982972647772, -74.01496257961168, 40.710943186880726)",13787
"(-74.01521226901758, 40.70982972647772, -74.01543085526136, 40.70909728747892)",10075
"(-74.01508896610736, 40.71129592657811, -74.01461906258014, 40.71247013250396)",13787
"(-74.01508896610736, 40.71129592657811, -74.01516753240912, 40.711183306479256)",13787
"(-74.01461906258014, 40.71247013250396, -74.01454327378904, 40.71252875634058)",13787
"(-74.01660292148038, 40.71206606188914, -74.01658398687522, 40.71212906614689)",332
"(-74.01660292148038, 40.71206606188914, -74.01578577480306, 40.71156888060502)",332
"(-74.01658398687522, 40.71212906614689, -74.01639753217074, 40.7128977912469)",332
"(-74.01496257961168, 40.710943186880726, -74.01516753240912, 40.711183306479256)",13787
"(-74.01578577480306, 40.71156888060502, -74.01597926657278, 40.71108458623012)",332
"(-73.98630926847324, 40.67707840436804, -73.98699859921716, 40.676285446042925)",1249
"(-73.98630926847324, 40.67707840436804, -73.98586016372549, 40.677708881397606)",1249
"(-73.98699859921716, 40.676285446042925, -73.98747868639666, 40.675707377801956)",1249
"(-73.99776979507268, 40.674741487908165, -73.99666043533924, 40.67414278070709)",1811
"(-73.99776979507268, 40.674741487908165, -73.99807658786466, 40.67411460896819)",794
"(-73.99776979507268, 40.674741487908165, -73.99935169641083, 40.675200563173185)",842
"(-73.99776979507268, 40.674741487908165, -73.99744702777404, 40.67540002863195)",1370
"(-73.99666043533924, 40.67414278070709, -73.99631939541817, 40.67403403581914)",1811
"(-73.99631939541817, 40.67403403581914, -73.99337906131427, 40.6726041536998)",1811
"(-73.99337906131427, 40.6726041536998, -73.99102303839103, 40.67145846659621)",1811
"(-73.9918716266536, 40.6769463580114, -73.99036651427998, 40.67621831976616)",3350
"(-73.9918716266536, 40.6769463580114, -73.99372510867678, 40.67784162158665)",3015
"(-73.9918716266536, 40.6769463580114, -73.99136983699964, 40.677549684291876)",941
"(-73.99036651427998, 40.67621831976616, -73.99006220294773, 40.67607208630613)",3350
"(-73.99006220294773, 40.67607208630613, -73.98800399215746, 40.67507708237837)",3350
"(-73.98800399215746, 40.67507708237837, -73.98905604055847, 40.673816160146586)",1191
"(-73.98800399215746, 40.67507708237837, -73.98575694970165, 40.67400305212278)",2960
"(-73.98800399215746, 40.67507708237837, -73.98747868639666, 40.675707377801956)",1249
"(-73.98951103650522, 40.67327082449606, -73.99001383956131, 40.67266881995156)",1191
