,count
"(-74.0096897535374, 40.71495099290173, -74.00923907482874, 40.71552016777003)",1745
"(-74.0096897535374, 40.71495099290173, -74.01012319327008, 40.71514594760646)",4337
"(-74.0096897535374, 40.71495099290173, -74.00838690815759, 40.71436229378299)",3049
"(-74.00923907482874, 40.71552016777003, -74.0088232834631, 40.71601382407795)",1745
"(-74.0088232834631, 40.71601382407795, -74.00920540202151, 40.7161879528297)",2898
"(-74.0088232834631, 40.71601382407795, -74.0083783130103, 40.71658749130448)",1579
"(-74.0088232834631, 40.71601382407795, -74.00754375953517, 40.71543282477928)",3774
"(-74.00838690815759, 40.71436229378299, -74.00793943373878, 40.71492697252897)",1370
"(-74.00838690815759, 40.71436229378299, -74.00678194883704, 40.713606152648495)",4419
"(-74.00793943373878, 40.71492697252897, -74.00754375953517, 40.71543282477928)",1370
"(-74.00754375953517, 40.71543282477928, -74.00709728867825, 40.71599826553854)",2198
"(-74.00754375953517, 40.71543282477928, -74.00588849692078, 40.71467728512662)",2468
"(-74.00678194883704, 40.713606152648495, -74.00491287858394, 40.712672325397044)",4419
"(-74.01162676877026, 40.71660204947513, -74.01255984895938, 40.71703378208044)",2195
"(-74.01162676877026, 40.71660204947513, -74.01096713674983, 40.71630300074951)",2195
"(-74.01255984895938, 40.71703378208044, -74.012730669702, 40.71711362865667)",2195
"(-74.01096713674983, 40.71630300074951, -74.01083359755593, 40.71692527490199)",2195
"(-74.01083359755593, 40.71692527490199, -74.00920540202151, 40.7161879528297)",2400
"(-74.012730669702, 40.71711362865667, -74.01286663159229, 40.71717610083638)",2195
"(-74.01286663159229, 40.71717610083638, -74.01303586691387, 40.71725475936276)",2195
"(-74.01182595270626, 40.71592240514975, -74.01292127784262, 40.71639821606639)",4337
"(-74.01182595270626, 40.71592240514975, -74.01152724063745, 40.7157834966242)",4337
"(-74.01292127784262, 40.71639821606639, -74.01307935595352, 40.7164671502788)",4337
"(-74.01307935595352, 40.7164671502788, -74.01320779418627, 40.71652226484699)",4337
"(-74.00491287858394, 40.712672325397044, -74.00485768104453, 40.71245254101437)",4419
"(-74.01012319327008, 40.71514594760646, -74.01051330984805, 40.71532259906578)",4337
"(-74.01051330984805, 40.71532259906578, -74.0107283760342, 40.71541962361599)",4337
"(-74.0107283760342, 40.71541962361599, -74.01082257694652, 40.715462120684975)",4337
"(-74.01082257694652, 40.715462120684975, -74.01111845036542, 40.715593396792784)",4337
"(-74.01111845036542, 40.715593396792784, -74.01144557163929, 40.71574551854923)",4337
"(-74.01152724063745, 40.7157834966242, -74.01144557163929, 40.71574551854923)",4337
"(-74.00709728867825, 40.71599826553854, -74.00667419325323, 40.7165320772544)",2198
"(-74.00588849692078, 40.71467728512662, -74.00446683755874, 40.71402247088709)",2568
"(-74.0083783130103, 40.71658749130448, -74.00795703382731, 40.71712230712739)",1579
"(-74.00795703382731, 40.71712230712739, -74.00753594008073, 40.71766123668862)",1579
"(-74.00753594008073, 40.71766123668862, -74.00727575293564, 40.71798799446906)",1579
"(-74.00667419325323, 40.7165320772544, -74.00624902081256, 40.71707571205471)",2198
"(-74.00705196296926, 40.718269039539344, -74.00659361249828, 40.71886217854018)",1695
"(-74.00705196296926, 40.718269039539344, -74.00708949341329, 40.71837251482998)",1866
"(-74.00705196296926, 40.718269039539344, -74.00727575293564, 40.71798799446906)",1579
"(-74.00659361249828, 40.71886217854018, -74.00643194990256, 40.71908199313383)",1695
"(-74.00624902081256, 40.71707571205471, -74.00577729818417, 40.717676647042055)",2198
"(-74.00577729818417, 40.717676647042055, -74.00532369738004, 40.71827334681468)",2296
"(-74.00532369738004, 40.71827334681468, -74.00517420306618, 40.71900459467345)",2296
"(-74.00517420306618, 40.71900459467345, -74.005186161411, 40.71983746663694)",2296
"(-74.00693633859052, 40.71912665525289, -74.00680843778001, 40.71977749823327)",1866
"(-74.00693633859052, 40.71912665525289, -74.00708949341329, 40.71837251482998)",1866
"(-74.00680843778001, 40.71977749823327, -74.00669456196263, 40.720437209319634)",1866
"(-74.00669456196263, 40.720437209319634, -74.00657742256261, 40.721127488219125)",1866
"(-74.005186161411, 40.71983746663694, -74.00520848735724, 40.720628644440986)",2296
"(-74.00520848735724, 40.720628644440986, -74.00463516281553, 40.721353632309345)",2296
"(-74.00463516281553, 40.721353632309345, -74.00376737304171, 40.72238412599488)",2296
"(-74.00652351211507, 40.72141561022337, -74.00642481520933, 40.721805364401355)",1866
"(-74.00652351211507, 40.72141561022337, -74.00657742256261, 40.721127488219125)",1866
"(-74.00642481520933, 40.721805364401355, -74.00631887535819, 40.72242745661163)",1866
"(-74.00631887535819, 40.72242745661163, -74.00629841745501, 40.72254950287386)",1866
"(-74.00629841745501, 40.72254950287386, -74.0062328748081, 40.72312064550892)",2872
"(-74.0062328748081, 40.72312064550892, -74.0052721270629, 40.72301790036754)",2872
"(-74.00376737304171, 40.72238412599488, -74.00297103188355, 40.7219947879202)",668
"(-74.00376737304171, 40.72238412599488, -74.00298147088617, 40.72330841384091)",2410
"(-74.00376737304171, 40.72238412599488, -74.00444777107114, 40.72271765130789)",356
"(-74.006090317832, 40.709912582744785, -74.00585977028695, 40.71013970356433)",3382
"(-74.00514773155669, 40.70942552436767, -74.00482608111385, 40.70966067972711)",1454
"(-74.00482608111385, 40.70966067972711, -74.00425299960867, 40.71016624015652)",1454
"(-74.00425299960867, 40.71016624015652, -74.00397461183513, 40.71039317614649)",695
"(-74.00425299960867, 40.71016624015652, -74.00509364641408, 40.71097736639177)",1397
"(-74.00509364641408, 40.71097736639177, -74.00532769155686, 40.711192604892)",1397
"(-74.00166466889307, 40.70952276284882, -74.00086011092448, 40.70879094708071)",896
"(-74.00166466889307, 40.70952276284882, -74.0021095272071, 40.7098939128514)",896
"(-74.00086011092448, 40.70879094708071, -74.00048354074374, 40.70835086230689)",896
"(-74.00048354074374, 40.70835086230689, -74.00013109236015, 40.707913267064804)",896
"(-74.00397461183513, 40.71039317614649, -74.00365813496039, 40.71091309026856)",695
"(-74.00365813496039, 40.71091309026856, -74.00364239772288, 40.710973587083494)",695
"(-74.00013109236015, 40.707913267064804, -74.00011721391424, 40.70789507405272)",896
"(-74.00391102147437, 40.71117478840158, -74.00427373271157, 40.711402624542124)",201
"(-74.00391102147437, 40.71117478840158, -74.00387975083906, 40.71111253714936)",201
"(-74.00427373271157, 40.711402624542124, -74.00525384139958, 40.71199959467256)",201
"(-74.0052919538664, 40.71200097881278, -74.00525384139958, 40.71199959467256)",201
"(-74.0052919538664, 40.71200097881278, -74.00565912303166, 40.71192432338665)",201
"(-74.00387975083906, 40.71111253714936, -74.00364239772288, 40.710973587083494)",201
"(-74.00364239772288, 40.710973587083494, -74.00357930908223, 40.71093350732651)",896
"(-74.00357930908223, 40.71093350732651, -74.00351115421853, 40.71089114939697)",896
"(-74.00351115421853, 40.71089114939697, -74.00341206280596, 40.71080357769976)",896
"(-74.00341206280596, 40.71080357769976, -74.00319295755271, 40.71064060053009)",896
"(-74.00319295755271, 40.71064060053009, -74.00308193086107, 40.710624286299634)",896
"(-74.00308193086107, 40.710624286299634, -74.0021095272071, 40.7098939128514)",896
"(-74.00011721391424, 40.70789507405272, -74.00001705219744, 40.70782095573833)",896
"(-74.00001705219744, 40.70782095573833, -73.99998819015995, 40.70778656431666)",896
"(-73.99998819015995, 40.70778656431666, -73.99995384449153, 40.70774701926006)",896
"(-73.99995384449153, 40.70774701926006, -73.99989932153854, 40.70768296586463)",896
"(-73.99989932153854, 40.70768296586463, -73.9994556497317, 40.70792002598968)",3788
"(-73.99989932153854, 40.70768296586463, -74.00100771078944, 40.70707789900013)",3346
"(-73.9994556497317, 40.70792002598968, -73.99935295149159, 40.707978742387816)",3788
"(-73.99935295149159, 40.707978742387816, -73.99928731137852, 40.708016603091)",3788
"(-73.99928731137852, 40.708016603091, -73.99919451201151, 40.70794737568406)",2335
"(-73.99928731137852, 40.708016603091, -73.99922363440119, 40.70805305176842)",2922
"(-73.99928731137852, 40.708016603091, -73.99936195595382, 40.70807228663577)",2429
"(-74.00360156361408, 40.71144633221096, -74.00353144310918, 40.71139214434803)",2429
"(-74.00360156361408, 40.71144633221096, -74.00378803913712, 40.71160065215392)",2429
"(-74.00353144310918, 40.71139214434803, -74.00333184725669, 40.71124208288115)",2429
"(-74.00333184725669, 40.71124208288115, -74.00328686388329, 40.711207248815576)",2429
"(-74.00328686388329, 40.711207248815576, -74.00276772819791, 40.710789301186395)",2429
"(-74.00276772819791, 40.710789301186395, -74.00267634600773, 40.71071582616621)",2429
"(-74.00267634600773, 40.71071582616621, -74.00173688931052, 40.709960169665855)",2429
"(-74.00173688931052, 40.709960169665855, -74.00155908225975, 40.70981710803988)",2429
"(-74.00155908225975, 40.70981710803988, -74.00147140325888, 40.70974655416164)",2429
"(-74.00147140325888, 40.70974655416164, -74.00134439984286, 40.70964629282545)",2429
"(-74.00134439984286, 40.70964629282545, -74.00055005017921, 40.70901791648548)",2429
"(-74.00055005017921, 40.70901791648548, -74.0002656672536, 40.70879294912201)",2429
"(-74.0002656672536, 40.70879294912201, -74.00019103175714, 40.70873391176482)",2429
"(-74.00019103175714, 40.70873391176482, -74.00012359130507, 40.708684518824825)",2429
"(-74.00012359130507, 40.708684518824825, -74.00000765644326, 40.70859961870657)",2429
"(-74.00000765644326, 40.70859961870657, -73.99992936478739, 40.708536817042024)",2429
"(-73.99992936478739, 40.708536817042024, -73.99981193941389, 40.708442614444415)",2429
"(-73.99981193941389, 40.708442614444415, -73.99956273321519, 40.708236483171774)",2429
"(-73.99956273321519, 40.708236483171774, -73.99944281441104, 40.70813655653566)",2429
"(-73.99944281441104, 40.70813655653566, -73.99939955105094, 40.70810033776012)",2429
"(-73.99939955105094, 40.70810033776012, -73.99936195595382, 40.70807228663577)",2429
"(-73.99919451201151, 40.70794737568406, -73.99808986424786, 40.707071899162706)",2335
"(-73.99808986424786, 40.707071899162706, -73.99654394072614, 40.705846644516775)",2335
"(-74.00263900207327, 40.706223527461404, -74.0021484675067, 40.70650331212912)",3346
"(-74.0021484675067, 40.70650331212912, -74.00202770343076, 40.70657163161143)",3346
"(-74.00202770343076, 40.70657163161143, -74.00112142778099, 40.7070165182001)",3346
"(-74.00112142778099, 40.7070165182001, -74.00100771078944, 40.70707789900013)",3346
"(-74.00585977028695, 40.71013970356433, -74.00559862332402, 40.710396965506504)",3382
"(-74.00559862332402, 40.710396965506504, -74.0058663676889, 40.71065027218099)",3382
"(-74.00647921408081, 40.71123006291923, -74.0058663676889, 40.71065027218099)",3382
"(-74.00647921408081, 40.71123006291923, -74.00607959093682, 40.71151464071383)",3382
"(-73.99922363440119, 40.70805305176842, -73.99911786037545, 40.708098286382736)",2922
"(-74.00603546702807, 40.71190618869709, -74.0060137085332, 40.71185388727404)",5349
"(-74.00603546702807, 40.71190618869709, -74.00565912303166, 40.71192432338665)",201
"(-74.00603546702807, 40.71190618869709, -74.00606917563722, 40.71200842820671)",5148
"(-74.0060137085332, 40.71185388727404, -74.00585049608735, 40.71167768915194)",5349
"(-74.00585049608735, 40.71167768915194, -74.00545000674387, 40.711305090971614)",2089
"(-74.00585049608735, 40.71167768915194, -74.00599445396749, 40.71157526666082)",3382
"(-73.99621205200245, 40.70558359018458, -73.99497729772911, 40.7046049012552)",2335
"(-73.99621205200245, 40.70558359018458, -73.99654394072614, 40.705846644516775)",2335
"(-73.99497729772911, 40.7046049012552, -73.994636034898, 40.704334402800356)",2335
"(-73.994636034898, 40.704334402800356, -73.99338985384722, 40.70333187851451)",2335
"(-74.00545000674387, 40.711305090971614, -74.00532769155686, 40.711192604892)",1397
"(-74.00599445396749, 40.71157526666082, -74.00607959093682, 40.71151464071383)",3382
"(-74.00558932964128, 40.71217005364715, -74.00485768104453, 40.71245254101437)",5148
"(-74.00558932964128, 40.71217005364715, -74.00574044701281, 40.712088757112944)",5148
"(-74.00485768104453, 40.71245254101437, -74.00470652318825, 40.71257401537005)",1157
"(-74.00485768104453, 40.71245254101437, -74.00457118009844, 40.71241641795732)",4682
"(-74.00405900736875, 40.713134789760524, -74.00360280435874, 40.713645430424215)",3122
"(-74.00405900736875, 40.713134789760524, -74.00421405324347, 40.71298074285387)",3122
"(-74.00360280435874, 40.713645430424215, -74.00439989870408, 40.71399166700272)",2568
"(-74.00360280435874, 40.713645430424215, -74.00309374093763, 40.713957778280175)",1499
"(-74.00360280435874, 40.713645430424215, -74.00340361849227, 40.71415051478918)",3365
"(-74.00439989870408, 40.71399166700272, -74.00446683755874, 40.71402247088709)",2568
"(-74.00309374093763, 40.713957778280175, -74.0028332138754, 40.71414433022602)",1499
"(-74.00340361849227, 40.71415051478918, -74.00318118855122, 40.71470655029649)",3365
"(-74.00318118855122, 40.71470655029649, -74.00302949478385, 40.71558506522667)",3365
"(-74.00302949478385, 40.71558506522667, -74.00280723437513, 40.71588619247816)",3365
"(-74.00280723437513, 40.71588619247816, -74.00255806000575, 40.716180773180604)",3365
"(-74.00255806000575, 40.716180773180604, -74.00207771771657, 40.7167308954958)",3365
"(-74.00207771771657, 40.7167308954958, -74.00158824870815, 40.717291894054014)",3365
"(-74.00158824870815, 40.717291894054014, -74.00133591124501, 40.717550898351845)",3365
"(-74.00098818087194, 40.717931901336186, -74.00053195572396, 40.71843023844437)",3365
"(-74.00098818087194, 40.717931901336186, -74.00133591124501, 40.717550898351845)",3365
"(-74.00053195572396, 40.71843023844437, -73.99984031446063, 40.719192980422534)",3365
"(-73.99984031446063, 40.719192980422534, -73.99906145060194, 40.72004430063087)",4678
"(-74.00242728657231, 40.71462671140162, -74.00211455796949, 40.71515891017348)",1499
"(-74.00242728657231, 40.71462671140162, -74.0025980381506, 40.714312726718596)",1499
"(-74.00574044701281, 40.712088757112944, -74.00606917563722, 40.71200842820671)",5148
"(-74.00470652318825, 40.71257401537005, -74.00429113830151, 40.71290782566555)",1157
