,count
"(-74.00138866395594, 40.6877517881429, -74.00053820345488, 40.6874803174596)",263
"(-74.00138866395594, 40.6877517881429, -74.00147667256796, 40.68777664121921)",263
"(-74.00053820345488, 40.6874803174596, -74.00005340029122, 40.68731821726713)",263
"(-74.00005340029122, 40.68731821726713, -73.99993829523059, 40.68727702777407)",263
"(-73.99969626745465, 40.68719803434223, -73.99893196551677, 40.68694803821837)",263
"(-73.99969626745465, 40.68719803434223, -73.99980790608505, 40.68723319063135)",263
"(-73.99893196551677, 40.68694803821837, -73.9981887973023, 40.68669965826939)",263
"(-74.00046846939843, 40.68965914592817, -73.99912517443754, 40.68927496657783)",382
"(-74.00046846939843, 40.68965914592817, -74.00054817407835, 40.68968074438672)",382
"(-73.99912517443754, 40.68927496657783, -73.99899055836752, 40.6892410611496)",382
"(-73.99874207800303, 40.68917701419464, -73.99720210531751, 40.688749369290534)",382
"(-73.99874207800303, 40.68917701419464, -73.9988609596335, 40.68920780308257)",382
"(-73.99720210531751, 40.688749369290534, -73.99733223595386, 40.688484945630904)",126
"(-73.99720210531751, 40.688749369290534, -73.99533325874131, 40.68822630850638)",43
"(-73.99720210531751, 40.688749369290534, -73.99687398712891, 40.68943280543719)",495
"(-73.99993829523059, 40.68727702777407, -73.9998737749433, 40.68725393855433)",263
"(-73.9998737749433, 40.68725393855433, -73.99980790608505, 40.68723319063135)",263
"(-73.99899055836752, 40.6892410611496, -73.99893047391078, 40.68922580591131)",382
"(-73.99893047391078, 40.68922580591131, -73.9988609596335, 40.68920780308257)",382
"(-74.00147667256796, 40.68777664121921, -74.00116557193732, 40.68845058634751)",350
"(-74.00116557193732, 40.68845058634751, -74.00061750037153, 40.68960909109546)",350
"(-74.00054817407835, 40.68968074438672, -74.00047690871405, 40.689762486994184)",302
"(-74.00054817407835, 40.68968074438672, -74.00061750037153, 40.68960909109546)",350
"(-74.00068439003799, 40.691897815108035, -74.0007730577876, 40.69189575777485)",149
"(-74.00068439003799, 40.691897815108035, -73.99992106330963, 40.69167430257896)",149
"(-74.0007730577876, 40.69189575777485, -74.00179432019102, 40.69218477593522)",149
"(-74.00047690871405, 40.689762486994184, -73.99973054792906, 40.69134584825779)",302
"(-73.99973054792906, 40.69134584825779, -73.99992106330963, 40.69167430257896)",302
"(-74.00179432019102, 40.69218477593522, -74.0016998943102, 40.69238276685164)",149
"(-74.0016998943102, 40.69238276685164, -74.00161727547274, 40.692549071171584)",149
"(-74.00161727547274, 40.692549071171584, -74.00150636160558, 40.692772330543065)",149
"(-73.99807658786466, 40.67411460896819, -73.99915538907388, 40.6744140881983)",7
"(-73.9996606646604, 40.674554355005775, -73.99915538907388, 40.6744140881983)",7
"(-73.9996606646604, 40.674554355005775, -74.00013621940334, 40.674688307021334)",7
"(-73.99744702777404, 40.67540002863195, -73.99714858471785, 40.676044897388124)",7
"(-73.99714858471785, 40.676044897388124, -73.99682794628599, 40.67669429519968)",7
"(-73.99682794628599, 40.67669429519968, -73.99647228408435, 40.67743865927093)",7
"(-73.99647228408435, 40.67743865927093, -73.99612861145164, 40.67816150028217)",7
"(-73.99612861145164, 40.67816150028217, -73.99608291338207, 40.678252963997295)",7
"(-73.99608291338207, 40.678252963997295, -73.9957939463999, 40.678837459750035)",7
"(-73.9957939463999, 40.678837459750035, -73.99567137873694, 40.679045032792246)",7
"(-73.99567137873694, 40.679045032792246, -73.99537354350531, 40.67948242807318)",7
"(-73.99537354350531, 40.67948242807318, -73.99513859214129, 40.679825046097946)",7
"(-73.99513859214129, 40.679825046097946, -73.99488953614758, 40.6801998383799)",7
"(-73.99488953614758, 40.6801998383799, -73.99465372828011, 40.68054023107644)",7
"(-73.99465372828011, 40.68054023107644, -73.99440121256636, 40.68091883128332)",7
"(-74.00040459578244, 40.67768953297403, -74.00005480073867, 40.678420166156606)",32
"(-74.00005480073867, 40.678420166156606, -73.99966394098344, 40.67923642801537)",32
"(-73.99966394098344, 40.67923642801537, -73.9992703747163, 40.680054174296664)",32
"(-73.9992703747163, 40.680054174296664, -73.99887682245522, 40.68087188312968)",32
"(-73.99887682245522, 40.68087188312968, -73.99851656058077, 40.68161628011114)",32
"(-73.99851656058077, 40.68161628011114, -73.99819211097943, 40.682287329592725)",32
"(-73.99588110316822, 40.6823949535498, -73.99391344601268, 40.68164034352061)",47
"(-73.99555742747174, 40.68306853501619, -73.99348050505961, 40.68227427274614)",55
"(-73.9981887973023, 40.68669965826939, -73.99727741753922, 40.68639844552684)",220
"(-73.9981887973023, 40.68669965826939, -73.99787200950166, 40.68735876573829)",126
"(-73.99727741753922, 40.68639844552684, -73.99635808467426, 40.68609625274853)",220
"(-73.99391344601268, 40.68164034352061, -73.9943428538208, 40.681005610985935)",7
"(-73.99391344601268, 40.68164034352061, -73.99172797101401, 40.680790076720434)",6
"(-73.99391344601268, 40.68164034352061, -73.99348050505961, 40.68227427274614)",48
"(-73.9972268487105, 40.68429777087025, -73.99635808467426, 40.68609625274853)",373
"(-73.99635808467426, 40.68609625274853, -73.99538556352763, 40.685775130700506)",546
"(-73.99635808467426, 40.68609625274853, -73.99604119898142, 40.68675290582712)",666
"(-73.99538556352763, 40.685775130700506, -73.99440802429949, 40.685452496318476)",546
"(-73.99604119898142, 40.68675290582712, -73.99573134665589, 40.68739709513375)",666
"(-73.99440802429949, 40.685452496318476, -73.99425367929133, 40.685777997409296)",652
"(-73.99440121256636, 40.68091883128332, -73.9943428538208, 40.681005610985935)",7
"(-73.99172797101401, 40.680790076720434, -73.98955883881523, 40.679945677176036)",6
"(-73.99348050505961, 40.68227427274614, -73.99129654061508, 40.681424880408215)",41
"(-73.99348050505961, 40.68227427274614, -73.99305193255208, 40.68290919112305)",62
"(-73.99129654061508, 40.681424880408215, -73.9908666399591, 40.68205830476437)",41
"(-73.9908666399591, 40.68205830476437, -73.99042374247092, 40.68269393264428)",41
"(-73.99305193255208, 40.68290919112305, -73.99262292607429, 40.68354371160061)",62
"(-73.99262292607429, 40.68354371160061, -73.99219161652576, 40.68417832032476)",62
"(-73.99219161652576, 40.68417832032476, -73.9917617774242, 40.68481315261683)",62
"(-73.99042374247092, 40.68269393264428, -73.99025853430405, 40.682933055681985)",41
"(-73.99787200950166, 40.68735876573829, -73.99756191188999, 40.68800015031841)",126
"(-73.99756191188999, 40.68800015031841, -73.99733223595386, 40.688484945630904)",126
"(-73.99533325874131, 40.68822630850638, -73.99549679719681, 40.68788416493789)",666
"(-73.99533325874131, 40.68822630850638, -73.99500121964384, 40.68891456595099)",929
"(-73.99687398712891, 40.68943280543719, -73.9965480514989, 40.690103525408944)",495
"(-73.99623278138093, 40.69075777436566, -73.9965480514989, 40.690103525408944)",628
"(-73.99623278138093, 40.69075777436566, -73.9959143567291, 40.691415489268564)",169
"(-73.9965480514989, 40.690103525408944, -73.99467753931718, 40.68958293943249)",813
"(-73.9959143567291, 40.691415489268564, -73.99508016968834, 40.693147214213084)",169
"(-73.99573134665589, 40.68739709513375, -73.99549679719681, 40.68788416493789)",666
"(-73.99425367929133, 40.685777997409296, -73.99409147697313, 40.68611343954776)",652
"(-73.99409147697313, 40.68611343954776, -73.9939292963194, 40.68645287072018)",652
"(-73.9939292963194, 40.68645287072018, -73.9937873700592, 40.686755967021675)",674
"(-73.9937873700592, 40.686755967021675, -73.99360423252725, 40.68712722972992)",674
"(-73.99360423252725, 40.68712722972992, -73.99333822980489, 40.68767879718066)",674
"(-73.99333822980489, 40.68767879718066, -73.99326829990873, 40.68782445116704)",674
"(-73.99326829990873, 40.68782445116704, -73.9919398517594, 40.68731407180026)",674
"(-73.99467753931718, 40.68958293943249, -73.99500121964384, 40.68891456595099)",929
"(-73.99467753931718, 40.68958293943249, -73.9926855276102, 40.6890332467882)",621
"(-73.99467753931718, 40.68958293943249, -73.99436092810406, 40.69023947955109)",1347
"(-73.9926855276102, 40.6890332467882, -73.99262286067041, 40.68916054835773)",621
"(-73.99436092810406, 40.69023947955109, -73.99404558824455, 40.69089726151881)",1347
"(-73.99262286067041, 40.68916054835773, -73.99109339526466, 40.6885710361429)",621
"(-73.99109339526466, 40.6885710361429, -73.99150877034401, 40.68795840323189)",1014
"(-73.99109339526466, 40.6885710361429, -73.98961242294853, 40.68799183683174)",55
"(-73.99109339526466, 40.6885710361429, -73.99070669561522, 40.6891367440781)",904
"(-73.9917617774242, 40.68481315261683, -73.99133249790336, 40.685448406537596)",62
"(-73.9919398517594, 40.68731407180026, -73.99046739483379, 40.686727751928316)",316
"(-73.9919398517594, 40.68731407180026, -73.99150877034401, 40.68795840323189)",358
"(-73.99046739483379, 40.686727751928316, -73.99090315122321, 40.686082425098554)",62
"(-73.99046739483379, 40.686727751928316, -73.9882889673486, 40.68586869496108)",421
"(-73.99046739483379, 40.686727751928316, -73.9900350027276, 40.687365125813926)",464
"(-73.99133249790336, 40.685448406537596, -73.99090315122321, 40.686082425098554)",62
"(-73.9882889673486, 40.68586869496108, -73.98871156088148, 40.685224617728856)",89
"(-73.9882889673486, 40.68586869496108, -73.98611912200134, 40.68502433009833)",280
"(-73.9882889673486, 40.68586869496108, -73.98785886727347, 40.686503440477836)",214
"(-73.9900350027276, 40.687365125813926, -73.98785886727347, 40.686503440477836)",463
"(-73.9900350027276, 40.687365125813926, -73.99150877034401, 40.68795840323189)",656
"(-73.9900350027276, 40.687365125813926, -73.98961242294853, 40.68799183683174)",271
"(-73.98999199309277, 40.683318843624235, -73.99003025348267, 40.68326346623605)",41
"(-73.98999199309277, 40.683318843624235, -73.98986133645502, 40.6835099590723)",41
"(-73.99003025348267, 40.68326346623605, -73.99006308422342, 40.68321594715164)",41
"(-73.99006308422342, 40.68321594715164, -73.99010634813038, 40.68315332553435)",41
"(-73.99010634813038, 40.68315332553435, -73.99021414194267, 40.6829973080931)",41
"(-73.99021414194267, 40.6829973080931, -73.99025853430405, 40.682933055681985)",41
"(-73.9895936801579, 40.68390146603104, -73.9896284343013, 40.683850631555984)",41
"(-73.9895936801579, 40.68390146603104, -73.98955662581444, 40.68395566640752)",41
"(-73.9896284343013, 40.683850631555984, -73.98966043982371, 40.68380381581683)",41
"(-73.98966043982371, 40.68380381581683, -73.98968977364399, 40.68376090896016)",41
"(-73.98968977364399, 40.68376090896016, -73.98982441624717, 40.68356396323739)",41
"(-73.98982441624717, 40.68356396323739, -73.98986133645502, 40.6835099590723)",41
"(-73.98871156088148, 40.685224617728856, -73.9887879662028, 40.685108198673085)",89
"(-73.9887879662028, 40.685108198673085, -73.98881926329442, 40.68506050870717)",89
"(-73.98881926329442, 40.68506050870717, -73.989068739151, 40.68468037176697)",89
"(-73.989068739151, 40.68468037176697, -73.98909813437572, 40.684635581196545)",89
"(-73.98909813437572, 40.684635581196545, -73.98912840752305, 40.68458945343833)",89
"(-73.98912840752305, 40.68458945343833, -73.98915215964686, 40.68455429961951)",89
"(-73.98785886727347, 40.686503440477836, -73.98568969253844, 40.68566045444764)",525
"(-73.98785886727347, 40.686503440477836, -73.98742924394708, 40.68713865265699)",106
"(-73.98961242294853, 40.68799183683174, -73.98916812738946, 40.68861555450313)",326
"(-73.98742924394708, 40.68713865265699, -73.98700001480086, 40.68777311580123)",106
"(-73.98700001480086, 40.68777311580123, -73.98656822204637, 40.68840825238111)",106
"(-73.99070669561522, 40.6891367440781, -73.99047488143682, 40.68914107460354)",275
"(-73.99070669561522, 40.6891367440781, -73.99062943695468, 40.68918791398543)",629
"(-73.98656822204637, 40.68840825238111, -73.98615534286995, 40.68901797708176)",106
"(-73.98615534286995, 40.68901797708176, -73.98398777598669, 40.688174644255284)",1397
"(-73.98615534286995, 40.68901797708176, -73.98701244934406, 40.689358188282434)",1451
"(-73.98398777598669, 40.688174644255284, -73.98439927395243, 40.687564386770184)",197
"(-73.98398777598669, 40.688174644255284, -73.98181677450677, 40.68732980212478)",691
"(-73.98398777598669, 40.688174644255284, -73.9835726147043, 40.68878595330128)",665
"(-73.99047488143682, 40.68914107460354, -73.99009014930243, 40.68970407905045)",275
"(-73.99062943695468, 40.68918791398543, -73.99025783629529, 40.68975945692372)",629
"(-73.99009014930243, 40.68970407905045, -73.98963949401971, 40.69032670823996)",275
"(-73.98963949401971, 40.69032670823996, -73.98830047361946, 40.68986942535661)",1619
"(-73.98963949401971, 40.69032670823996, -73.98922003665355, 40.690965971020994)",424
"(-73.98963949401971, 40.69032670823996, -73.9897369008372, 40.6903599729204)",1036
"(-73.98830047361946, 40.68986942535661, -73.98762313544235, 40.68960058190948)",1451
"(-73.98830047361946, 40.68986942535661, -73.98872146819119, 40.68924580790641)",686
"(-73.98830047361946, 40.68986942535661, -73.98789201611842, 40.69046751298988)",834
"(-73.98762313544235, 40.68960058190948, -73.98701244934406, 40.689358188282434)",1451
"(-73.98872146819119, 40.68924580790641, -73.98891557138668, 40.68897192212772)",686
"(-73.98916812738946, 40.68861555450313, -73.98891557138668, 40.68897192212772)",326
"(-73.98611912200134, 40.68502433009833, -73.98656303417272, 40.68438875510288)",41
"(-73.98611912200134, 40.68502433009833, -73.9839529273695, 40.6841814285923)",233
"(-73.98611912200134, 40.68502433009833, -73.98568969253844, 40.68566045444764)",213
"(-73.98656303417272, 40.68438875510288, -73.98661461937832, 40.68431430392667)",41
"(-73.9839529273695, 40.6841814285923, -73.98199244049778, 40.68341814203495)",233
"(-73.98661461937832, 40.68431430392667, -73.98672263969225, 40.68415839876601)",41
"(-73.98672263969225, 40.68415839876601, -73.98683005130015, 40.6840033714324)",41
"(-73.98683005130015, 40.6840033714324, -73.98688953895262, 40.68391751332333)",41
"(-73.98688953895262, 40.68391751332333, -73.98693991413298, 40.68384480615467)",41
"(-73.98693991413298, 40.68384480615467, -73.98699520092369, 40.68376500977227)",41
"(-73.98699520092369, 40.68376500977227, -73.98737617801936, 40.68320518375536)",41
"(-73.98737617801936, 40.68320518375536, -73.98742957438749, 40.68312671971141)",41
"(-73.98742957438749, 40.68312671971141, -73.98842247174514, 40.683513678398555)",41
"(-73.98955662581444, 40.68395566640752, -73.98939982722884, 40.68389456120616)",41
"(-73.98939982722884, 40.68389456120616, -73.98935168374868, 40.68387579905618)",41
"(-73.98935168374868, 40.68387579905618, -73.98905308027575, 40.68375943184132)",41
"(-73.98905308027575, 40.68375943184132, -73.9889734163483, 40.68372838622125)",41
"(-73.9889734163483, 40.68372838622125, -73.9888165715174, 40.68366726220856)",41
"(-73.9888165715174, 40.68366726220856, -73.98874253343811, 40.68363840972637)",41
"(-73.98874253343811, 40.68363840972637, -73.98866408931576, 40.68360783858184)",41
"(-73.98866408931576, 40.68360783858184, -73.98858311988783, 40.683576284672455)",41
"(-73.98858311988783, 40.683576284672455, -73.98850855209605, 40.683547223968105)",41
"(-73.98850855209605, 40.683547223968105, -73.98842247174514, 40.683513678398555)",41
"(-73.98568969253844, 40.68566045444764, -73.98352199247269, 40.68481626598085)",519
"(-73.98568969253844, 40.68566045444764, -73.98525920258119, 40.68629410960207)",197
"(-73.98352199247269, 40.68481626598085, -73.98156151536904, 40.68405354847385)",353
"(-73.98525920258119, 40.68629410960207, -73.98482930741818, 40.68692928504358)",197
"(-73.98482930741818, 40.68692928504358, -73.98439927395243, 40.687564386770184)",197
"(-73.98199244049778, 40.68341814203495, -73.97968897286549, 40.68252197216066)",211
"(-73.98199244049778, 40.68341814203495, -73.98156151536904, 40.68405354847385)",22
"(-73.97961592523279, 40.68249355702908, -73.9795409958749, 40.68246443911551)",379
"(-73.97961592523279, 40.68249355702908, -73.97968897286549, 40.68252197216066)",379
"(-73.9795409958749, 40.68246443911551, -73.9770231689588, 40.68148690423743)",317
"(-73.9795409958749, 40.68246443911551, -73.97997500588274, 40.68182780695009)",213
"(-73.9795409958749, 40.68246443911551, -73.97911417038753, 40.6831027008302)",105
"(-73.97968897286549, 40.68252197216066, -73.97927107661516, 40.68316176690229)",168
"(-73.97927107661516, 40.68316176690229, -73.97918390583314, 40.68312883737846)",29
"(-73.97927107661516, 40.68316176690229, -73.98156151536904, 40.68405354847385)",375
"(-73.97927107661516, 40.68316176690229, -73.9788439349649, 40.68380119817224)",178
"(-73.98181677450677, 40.68732980212478, -73.9805331632042, 40.686891896616956)",691
"(-73.97981084452853, 40.68664684596194, -73.97936297639144, 40.68668200001036)",691
"(-73.97981084452853, 40.68664684596194, -73.9805331632042, 40.686891896616956)",691
"(-73.97936297639144, 40.68668200001036, -73.9790571080391, 40.6867135978043)",691
"(-73.97918390583314, 40.68312883737846, -73.97911417038753, 40.6831027008302)",29
"(-73.9788439349649, 40.68380119817224, -73.97847815610184, 40.684367283440054)",178
"(-73.97838862608876, 40.684423341659695, -73.97847815610184, 40.684367283440054)",178
"(-73.97838862608876, 40.684423341659695, -73.97836730030734, 40.6843386443217)",184
"(-73.97838862608876, 40.684423341659695, -73.97804289565256, 40.68485661518285)",362
"(-73.97836730030734, 40.6843386443217, -73.97870368135959, 40.683744322854636)",184
"(-73.97804289565256, 40.68485661518285, -73.97789404547007, 40.68507730892484)",362
"(-73.97789404547007, 40.68507730892484, -73.97819812514417, 40.68681921710018)",2143
"(-73.98729894907962, 40.69223407563176, -73.98734787475522, 40.69145766769337)",834
"(-73.98729894907962, 40.69223407563176, -73.98725396375212, 40.69312490307784)",834
"(-73.98734787475522, 40.69145766769337, -73.98789201611842, 40.69046751298988)",834
"(-73.9835726147043, 40.68878595330128, -73.98295684393185, 40.68969981904447)",665
"(-73.98295684393185, 40.68969981904447, -73.98276720165289, 40.689986480906136)",801
"(-73.98889162249422, 40.692301247554795, -73.98893356281361, 40.692086641340495)",424
"(-73.98889162249422, 40.692301247554795, -73.98888911404094, 40.692345784883194)",424
"(-73.98893356281361, 40.692086641340495, -73.98920133231314, 40.69104036065628)",424
"(-73.98922003665355, 40.690965971020994, -73.98920133231314, 40.69104036065628)",424
"(-73.98982218249625, 40.69038688782855, -73.9897369008372, 40.6903599729204)",1036
"(-73.98982218249625, 40.69038688782855, -73.99025783629529, 40.68975945692372)",629
"(-73.98982218249625, 40.69038688782855, -73.99174170643144, 40.6909926366798)",921
"(-73.98982218249625, 40.69038688782855, -73.98943340292409, 40.69102780112982)",842
"(-73.98276720165289, 40.689986480906136, -73.981574203679, 40.68993518294305)",801
"(-73.97959806803725, 40.67767999845565, -73.97710230707061, 40.6767071891133)",33
"(-73.97959806803725, 40.67767999845565, -73.97917724935871, 40.67831076955623)",25
"(-73.97959806803725, 40.67767999845565, -73.98212305951016, 40.678650002504845)",26
