,count
"(-73.99973054792906, 40.69134584825779, -73.99992106330963, 40.69167430257896)",476
"(-74.00179432019102, 40.69218477593522, -74.0016998943102, 40.69238276685164)",840
"(-74.0016998943102, 40.69238276685164, -74.00161727547274, 40.692549071171584)",840
"(-74.00161727547274, 40.692549071171584, -74.00150636160558, 40.692772330543065)",840
"(-73.99687398712891, 40.68943280543719, -73.9965480514989, 40.690103525408944)",476
"(-73.99623278138093, 40.69075777436566, -73.9965480514989, 40.690103525408944)",515
"(-73.99623278138093, 40.69075777436566, -73.9959143567291, 40.691415489268564)",634
"(-73.9965480514989, 40.690103525408944, -73.99467753931718, 40.68958293943249)",883
"(-73.9959143567291, 40.691415489268564, -73.99508016968834, 40.693147214213084)",634
"(-73.99467753931718, 40.68958293943249, -73.9926855276102, 40.6890332467882)",626
"(-73.99467753931718, 40.68958293943249, -73.99436092810406, 40.69023947955109)",257
"(-73.9926855276102, 40.6890332467882, -73.99262286067041, 40.68916054835773)",626
"(-73.99436092810406, 40.69023947955109, -73.99404558824455, 40.69089726151881)",257
"(-73.99262286067041, 40.68916054835773, -73.99109339526466, 40.6885710361429)",626
"(-73.99109339526466, 40.6885710361429, -73.99150877034401, 40.68795840323189)",7
"(-73.99109339526466, 40.6885710361429, -73.98961242294853, 40.68799183683174)",113
"(-73.99109339526466, 40.6885710361429, -73.99070669561522, 40.6891367440781)",506
"(-73.9900350027276, 40.687365125813926, -73.98785886727347, 40.686503440477836)",7
"(-73.9900350027276, 40.687365125813926, -73.99150877034401, 40.68795840323189)",7
"(-73.98785886727347, 40.686503440477836, -73.98568969253844, 40.68566045444764)",7
"(-73.98961242294853, 40.68799183683174, -73.98916812738946, 40.68861555450313)",113
"(-73.99070669561522, 40.6891367440781, -73.99047488143682, 40.68914107460354)",506
"(-73.98615534286995, 40.68901797708176, -73.98398777598669, 40.688174644255284)",1811
"(-73.98615534286995, 40.68901797708176, -73.98701244934406, 40.689358188282434)",1811
"(-73.98398777598669, 40.688174644255284, -73.98181677450677, 40.68732980212478)",1238
"(-73.98398777598669, 40.688174644255284, -73.9835726147043, 40.68878595330128)",573
"(-73.99047488143682, 40.68914107460354, -73.99009014930243, 40.68970407905045)",506
"(-73.99009014930243, 40.68970407905045, -73.98963949401971, 40.69032670823996)",506
"(-73.98963949401971, 40.69032670823996, -73.98830047361946, 40.68986942535661)",1691
"(-73.98963949401971, 40.69032670823996, -73.98922003665355, 40.690965971020994)",700
"(-73.98963949401971, 40.69032670823996, -73.9897369008372, 40.6903599729204)",485
"(-73.98830047361946, 40.68986942535661, -73.98762313544235, 40.68960058190948)",1811
"(-73.98830047361946, 40.68986942535661, -73.98872146819119, 40.68924580790641)",1543
"(-73.98830047361946, 40.68986942535661, -73.98789201611842, 40.69046751298988)",1111
"(-73.98762313544235, 40.68960058190948, -73.98701244934406, 40.689358188282434)",1811
"(-73.98872146819119, 40.68924580790641, -73.98891557138668, 40.68897192212772)",1543
"(-73.98916812738946, 40.68861555450313, -73.98891557138668, 40.68897192212772)",113
"(-73.98568969253844, 40.68566045444764, -73.98352199247269, 40.68481626598085)",7
"(-73.98352199247269, 40.68481626598085, -73.98156151536904, 40.68405354847385)",7
"(-73.97927107661516, 40.68316176690229, -73.97918390583314, 40.68312883737846)",7
"(-73.97927107661516, 40.68316176690229, -73.98156151536904, 40.68405354847385)",7
"(-73.98181677450677, 40.68732980212478, -73.9805331632042, 40.686891896616956)",1238
"(-73.97981084452853, 40.68664684596194, -73.97936297639144, 40.68668200001036)",931
"(-73.97981084452853, 40.68664684596194, -73.9805331632042, 40.686891896616956)",1238
"(-73.97936297639144, 40.68668200001036, -73.9790571080391, 40.6867135978043)",931
"(-73.97918390583314, 40.68312883737846, -73.97911417038753, 40.6831027008302)",7
"(-73.98729894907962, 40.69223407563176, -73.98734787475522, 40.69145766769337)",1111
"(-73.98729894907962, 40.69223407563176, -73.98725396375212, 40.69312490307784)",1111
"(-73.98734787475522, 40.69145766769337, -73.98789201611842, 40.69046751298988)",1111
"(-73.9835726147043, 40.68878595330128, -73.98295684393185, 40.68969981904447)",573
"(-73.98295684393185, 40.68969981904447, -73.98276720165289, 40.689986480906136)",573
"(-73.98889162249422, 40.692301247554795, -73.98893356281361, 40.692086641340495)",700
"(-73.98889162249422, 40.692301247554795, -73.98888911404094, 40.692345784883194)",700
"(-73.98893356281361, 40.692086641340495, -73.98920133231314, 40.69104036065628)",700
"(-73.98922003665355, 40.690965971020994, -73.98920133231314, 40.69104036065628)",700
"(-73.98982218249625, 40.69038688782855, -73.9897369008372, 40.6903599729204)",485
"(-73.98982218249625, 40.69038688782855, -73.99174170643144, 40.6909926366798)",364
"(-73.98982218249625, 40.69038688782855, -73.98943340292409, 40.69102780112982)",121
"(-73.98276720165289, 40.689986480906136, -73.981574203679, 40.68993518294305)",573
"(-73.9790571080391, 40.6867135978043, -73.97819812514417, 40.68681921710018)",931
"(-73.97819812514417, 40.68681921710018, -73.97736135217022, 40.686918638821126)",1118
"(-73.97819812514417, 40.68681921710018, -73.97829143516351, 40.68745187074293)",255
"(-73.97736135217022, 40.686918638821126, -73.9768371239328, 40.68696743958817)",1118
"(-73.97654657337922, 40.686997227360436, -73.97620585740891, 40.68702540472503)",1222
"(-73.97654657337922, 40.686997227360436, -73.9768371239328, 40.68696743958817)",1118
"(-73.97620585740891, 40.68702540472503, -73.9755899604274, 40.68708637557434)",1222
"(-73.9755899604274, 40.68708637557434, -73.9746165714454, 40.68719070560144)",1222
"(-73.9746165714454, 40.68719070560144, -73.97364817929127, 40.687302610862794)",1222
"(-73.97829143516351, 40.68745187074293, -73.97834701311282, 40.68787174294024)",255
"(-74.00945463906447, 40.70452785663336, -74.00890108872841, 40.7048618464718)",327
"(-74.00945463906447, 40.70452785663336, -74.00974639348551, 40.704775247847756)",2768
"(-74.00890108872841, 40.7048618464718, -74.00800726930723, 40.70544646204445)",327
"(-74.00998418639004, 40.705147733060706, -74.009995205654, 40.70533123833425)",2768
"(-74.00998418639004, 40.705147733060706, -74.00974639348551, 40.704775247847756)",2768
"(-74.009995205654, 40.70533123833425, -74.00986580839657, 40.7057964266945)",2768
"(-74.0122458263306, 40.70123546300999, -74.01113583814562, 40.70149630457577)",4725
"(-74.0122458263306, 40.70123546300999, -74.01234989229437, 40.701210544630904)",4725
"(-74.01113583814562, 40.70149630457577, -74.01107444420241, 40.701480987388386)",4725
"(-74.01107444420241, 40.701480987388386, -74.01022809486116, 40.70168657603422)",4725
"(-74.00771638021054, 40.70287138882857, -74.00767172344972, 40.70295160129592)",4725
"(-74.00771638021054, 40.70287138882857, -74.00917397216124, 40.701986597469876)",4725
"(-74.00767172344972, 40.70295160129592, -74.00763657929971, 40.70300436821806)",4725
"(-74.00763657929971, 40.70300436821806, -74.00756901047977, 40.703103777470034)",4725
"(-74.01234989229437, 40.701210544630904, -74.01238039347712, 40.70129794774553)",2785
"(-74.01239922996334, 40.701357845070675, -74.01238039347712, 40.70129794774553)",2785
"(-74.01239922996334, 40.701357845070675, -74.01244236941693, 40.70140681295586)",2785
"(-74.01244236941693, 40.70140681295586, -74.01251220220324, 40.70142691471766)",2785
"(-74.0130457961875, 40.70227493595275, -74.01290278698426, 40.70214884349437)",2785
"(-74.0130457961875, 40.70227493595275, -74.01344739763736, 40.70225350617986)",2785
"(-74.01290278698426, 40.70214884349437, -74.012795729745, 40.70174875441994)",2785
"(-74.012795729745, 40.70174875441994, -74.01267027113012, 40.70153692647523)",2785
"(-74.01267027113012, 40.70153692647523, -74.0125824870672, 40.70144721179867)",2785
"(-74.01344739763736, 40.70225350617986, -74.0136568802192, 40.702247630889744)",2785
"(-74.0136568802192, 40.702247630889744, -74.01381944085706, 40.702236690979944)",2785
"(-74.01381944085706, 40.702236690979944, -74.014279757076, 40.702291252636186)",3593
"(-74.0125824870672, 40.70144721179867, -74.01251220220324, 40.70142691471766)",2785
"(-74.00756901047977, 40.703103777470034, -74.0068420485535, 40.70355430665909)",4725
"(-74.00917397216124, 40.701986597469876, -74.01022809486116, 40.70168657603422)",4725
"(-74.00986580839657, 40.7057964266945, -74.00950278978388, 40.706378907998484)",2768
"(-74.00950278978388, 40.706378907998484, -74.00900515682534, 40.70693892196113)",2768
"(-74.00900515682534, 40.70693892196113, -74.0086453788268, 40.70734001924901)",4866
"(-74.00800726930723, 40.70544646204445, -74.00794861251617, 40.705546187847375)",327
"(-74.0086453788268, 40.70734001924901, -74.0082689573427, 40.70772193569955)",4866
"(-74.0082689573427, 40.70772193569955, -74.0080042598509, 40.70797679096739)",4866
"(-74.0080042598509, 40.70797679096739, -74.00764028920646, 40.70834524092173)",4866
"(-74.00794861251617, 40.705546187847375, -74.00745217354931, 40.7060510927825)",327
"(-74.00745217354931, 40.7060510927825, -74.00712975116878, 40.706375054158364)",327
"(-74.00712975116878, 40.706375054158364, -74.00678098830687, 40.70672380724827)",327
"(-74.00678098830687, 40.70672380724827, -74.00645561953817, 40.70698201154764)",2446
"(-74.00645561953817, 40.70698201154764, -74.00595100503939, 40.70720573474398)",2446
"(-74.00610141028952, 40.70402282147648, -74.00593163446472, 40.70412920868822)",7166
"(-74.00610141028952, 40.70402282147648, -74.00622259306684, 40.703945325063174)",7166
"(-74.00593163446472, 40.70412920868822, -74.00589320789075, 40.70413793842054)",7166
"(-74.00622259306684, 40.703945325063174, -74.0068420485535, 40.70355430665909)",7166
"(-74.00589320789075, 40.70413793842054, -74.00519048521085, 40.70450607527523)",7166
"(-74.00467079995508, 40.70485726191835, -74.00433662315054, 40.70507245311935)",7166
"(-74.00467079995508, 40.70485726191835, -74.00519048521085, 40.70450607527523)",7166
"(-74.00433662315054, 40.70507245311935, -74.00401725727167, 40.705274652049646)",7166
"(-74.00595100503939, 40.70720573474398, -74.00683778761535, 40.70785783570158)",2446
"(-74.00683778761535, 40.70785783570158, -74.00653116885151, 40.70822712611425)",2446
"(-74.00764028920646, 40.70834524092173, -74.00728273387183, 40.70870950912911)",4866
"(-74.00728273387183, 40.70870950912911, -74.00712782443247, 40.70886251385401)",6895
"(-74.00653116885151, 40.70822712611425, -74.00601167562942, 40.70866784654)",2446
"(-74.00601167562942, 40.70866784654, -74.00551252957787, 40.70909340802247)",2446
"(-74.00551252957787, 40.70909340802247, -74.00514773155669, 40.70942552436767)",2446
"(-73.99526015203637, 40.70281020882698, -73.99470923334248, 40.70299388651766)",840
"(-73.99526015203637, 40.70281020882698, -73.99542718300009, 40.70286405448052)",840
"(-73.99470923334248, 40.70299388651766, -73.9943829782294, 40.70288600055763)",840
"(-73.99542718300009, 40.70286405448052, -73.99574544730132, 40.702758722117295)",840
"(-74.00401725727167, 40.705274652049646, -74.00392834719416, 40.70538044360342)",7166
"(-74.00392834719416, 40.70538044360342, -74.00363496673508, 40.70556369471497)",7166
"(-74.00363496673508, 40.70556369471497, -74.00350886266804, 40.70564420795244)",7166
"(-74.00350886266804, 40.70564420795244, -74.00327528119793, 40.70582437024985)",7166
"(-74.00696369104807, 40.709026895081614, -74.00643549103394, 40.70955732140049)",6895
"(-74.00696369104807, 40.709026895081614, -74.00706700438451, 40.70892443674376)",6895
"(-74.00643549103394, 40.70955732140049, -74.006090317832, 40.709912582744785)",6895
"(-73.99669768962623, 40.70087697712274, -73.99574544730132, 40.702758722117295)",840
"(-73.99669768962623, 40.70087697712274, -73.9967395270275, 40.70071808837722)",840
"(-74.00328543929547, 40.70583405045801, -74.00327528119793, 40.70582437024985)",7166
"(-74.00328543929547, 40.70583405045801, -74.0029601901373, 40.7060349975937)",7166
"(-74.0029601901373, 40.7060349975937, -74.00263900207327, 40.706223527461404)",7166
"(-74.00712782443247, 40.70886251385401, -74.00706700438451, 40.70892443674376)",6895
"(-74.0096897535374, 40.71495099290173, -74.00923907482874, 40.71552016777003)",4049
"(-74.0096897535374, 40.71495099290173, -74.01012319327008, 40.71514594760646)",10287
"(-74.0096897535374, 40.71495099290173, -74.00838690815759, 40.71436229378299)",6812
"(-74.00923907482874, 40.71552016777003, -74.0088232834631, 40.71601382407795)",4049
"(-74.0088232834631, 40.71601382407795, -74.00920540202151, 40.7161879528297)",4833
"(-74.0088232834631, 40.71601382407795, -74.0083783130103, 40.71658749130448)",2975
"(-74.0088232834631, 40.71601382407795, -74.00754375953517, 40.71543282477928)",6863
"(-74.00838690815759, 40.71436229378299, -74.00793943373878, 40.71492697252897)",2479
"(-74.00838690815759, 40.71436229378299, -74.00678194883704, 40.713606152648495)",9291
"(-74.00793943373878, 40.71492697252897, -74.00754375953517, 40.71543282477928)",2479
"(-74.00754375953517, 40.71543282477928, -74.00709728867825, 40.71599826553854)",4774
"(-74.00754375953517, 40.71543282477928, -74.00588849692078, 40.71467728512662)",4782
"(-74.00678194883704, 40.713606152648495, -74.00491287858394, 40.712672325397044)",9291
"(-74.01162676877026, 40.71660204947513, -74.01255984895938, 40.71703378208044)",4746
"(-74.01162676877026, 40.71660204947513, -74.01096713674983, 40.71630300074951)",4746
"(-74.01255984895938, 40.71703378208044, -74.012730669702, 40.71711362865667)",4746
"(-74.01096713674983, 40.71630300074951, -74.01083359755593, 40.71692527490199)",4746
"(-74.01083359755593, 40.71692527490199, -74.00920540202151, 40.7161879528297)",4556
"(-74.012730669702, 40.71711362865667, -74.01286663159229, 40.71717610083638)",4746
"(-74.01286663159229, 40.71717610083638, -74.01303586691387, 40.71725475936276)",4746
"(-74.01182595270626, 40.71592240514975, -74.01292127784262, 40.71639821606639)",10287
"(-74.01182595270626, 40.71592240514975, -74.01152724063745, 40.7157834966242)",10287
"(-74.01292127784262, 40.71639821606639, -74.01307935595352, 40.7164671502788)",10287
"(-74.01307935595352, 40.7164671502788, -74.01320779418627, 40.71652226484699)",10287
"(-74.00491287858394, 40.712672325397044, -74.00485768104453, 40.71245254101437)",9291
"(-74.01012319327008, 40.71514594760646, -74.01051330984805, 40.71532259906578)",10287
"(-74.01051330984805, 40.71532259906578, -74.0107283760342, 40.71541962361599)",10287
"(-74.0107283760342, 40.71541962361599, -74.01082257694652, 40.715462120684975)",10287
"(-74.01082257694652, 40.715462120684975, -74.01111845036542, 40.715593396792784)",10287
"(-74.01111845036542, 40.715593396792784, -74.01144557163929, 40.71574551854923)",10287
"(-74.01152724063745, 40.7157834966242, -74.01144557163929, 40.71574551854923)",10287
"(-74.00709728867825, 40.71599826553854, -74.00667419325323, 40.7165320772544)",4774
"(-74.00588849692078, 40.71467728512662, -74.00446683755874, 40.71402247088709)",5075
"(-74.0083783130103, 40.71658749130448, -74.00795703382731, 40.71712230712739)",2975
"(-74.00795703382731, 40.71712230712739, -74.00753594008073, 40.71766123668862)",2975
"(-74.00753594008073, 40.71766123668862, -74.00727575293564, 40.71798799446906)",2975
"(-74.00667419325323, 40.7165320772544, -74.00624902081256, 40.71707571205471)",4774
"(-74.00705196296926, 40.718269039539344, -74.00659361249828, 40.71886217854018)",2870
"(-74.00705196296926, 40.718269039539344, -74.00708949341329, 40.71837251482998)",3561
"(-74.00705196296926, 40.718269039539344, -74.00727575293564, 40.71798799446906)",2975
"(-74.00659361249828, 40.71886217854018, -74.00643194990256, 40.71908199313383)",2870
"(-74.00624902081256, 40.71707571205471, -74.00577729818417, 40.717676647042055)",4774
"(-74.00577729818417, 40.717676647042055, -74.00532369738004, 40.71827334681468)",5130
"(-74.00532369738004, 40.71827334681468, -74.00517420306618, 40.71900459467345)",5130
"(-74.00517420306618, 40.71900459467345, -74.005186161411, 40.71983746663694)",5130
"(-74.00693633859052, 40.71912665525289, -74.00680843778001, 40.71977749823327)",3561
"(-74.00693633859052, 40.71912665525289, -74.00708949341329, 40.71837251482998)",3561
"(-74.00680843778001, 40.71977749823327, -74.00669456196263, 40.720437209319634)",3561
"(-74.00669456196263, 40.720437209319634, -74.00657742256261, 40.721127488219125)",3561
"(-74.005186161411, 40.71983746663694, -74.00520848735724, 40.720628644440986)",5130
"(-74.00520848735724, 40.720628644440986, -74.00463516281553, 40.721353632309345)",5130
"(-74.00463516281553, 40.721353632309345, -74.00376737304171, 40.72238412599488)",5130
"(-74.00652351211507, 40.72141561022337, -74.00642481520933, 40.721805364401355)",3561
"(-74.00652351211507, 40.72141561022337, -74.00657742256261, 40.721127488219125)",3561
"(-74.00642481520933, 40.721805364401355, -74.00631887535819, 40.72242745661163)",3561
"(-74.00631887535819, 40.72242745661163, -74.00629841745501, 40.72254950287386)",3561
"(-74.00629841745501, 40.72254950287386, -74.0062328748081, 40.72312064550892)",5141
"(-74.0062328748081, 40.72312064550892, -74.0052721270629, 40.72301790036754)",5141
"(-74.00376737304171, 40.72238412599488, -74.00297103188355, 40.7219947879202)",1066
"(-74.00376737304171, 40.72238412599488, -74.00298147088617, 40.72330841384091)",5421
"(-74.00376737304171, 40.72238412599488, -74.00444777107114, 40.72271765130789)",477
"(-74.006090317832, 40.709912582744785, -74.00585977028695, 40.71013970356433)",6895
"(-74.00514773155669, 40.70942552436767, -74.00482608111385, 40.70966067972711)",2446
"(-74.00482608111385, 40.70966067972711, -74.00425299960867, 40.71016624015652)",2446
"(-74.00425299960867, 40.71016624015652, -74.00397461183513, 40.71039317614649)",1116
"(-74.00425299960867, 40.71016624015652, -74.00509364641408, 40.71097736639177)",2516
"(-74.00509364641408, 40.71097736639177, -74.00532769155686, 40.711192604892)",2516
"(-74.00166466889307, 40.70952276284882, -74.00086011092448, 40.70879094708071)",1510
"(-74.00166466889307, 40.70952276284882, -74.0021095272071, 40.7098939128514)",1510
"(-74.00086011092448, 40.70879094708071, -74.00048354074374, 40.70835086230689)",1510
"(-74.00048354074374, 40.70835086230689, -74.00013109236015, 40.707913267064804)",1510
"(-74.00397461183513, 40.71039317614649, -74.00365813496039, 40.71091309026856)",1116
"(-74.00365813496039, 40.71091309026856, -74.00364239772288, 40.710973587083494)",1116
"(-74.00013109236015, 40.707913267064804, -74.00011721391424, 40.70789507405272)",1510
"(-74.00391102147437, 40.71117478840158, -74.00427373271157, 40.711402624542124)",394
"(-74.00391102147437, 40.71117478840158, -74.00387975083906, 40.71111253714936)",394
"(-74.00427373271157, 40.711402624542124, -74.00525384139958, 40.71199959467256)",394
"(-74.0052919538664, 40.71200097881278, -74.00525384139958, 40.71199959467256)",394
"(-74.0052919538664, 40.71200097881278, -74.00565912303166, 40.71192432338665)",394
"(-74.00387975083906, 40.71111253714936, -74.00364239772288, 40.710973587083494)",394
"(-74.00364239772288, 40.710973587083494, -74.00357930908223, 40.71093350732651)",1510
"(-74.00357930908223, 40.71093350732651, -74.00351115421853, 40.71089114939697)",1510
"(-74.00351115421853, 40.71089114939697, -74.00341206280596, 40.71080357769976)",1510
"(-74.00341206280596, 40.71080357769976, -74.00319295755271, 40.71064060053009)",1510
"(-74.00319295755271, 40.71064060053009, -74.00308193086107, 40.710624286299634)",1510
"(-74.00308193086107, 40.710624286299634, -74.0021095272071, 40.7098939128514)",1510
"(-74.00011721391424, 40.70789507405272, -74.00001705219744, 40.70782095573833)",1510
"(-74.00001705219744, 40.70782095573833, -73.99998819015995, 40.70778656431666)",1510
"(-73.99998819015995, 40.70778656431666, -73.99995384449153, 40.70774701926006)",1510
"(-73.99995384449153, 40.70774701926006, -73.99989932153854, 40.70768296586463)",1510
"(-73.99989932153854, 40.70768296586463, -73.9994556497317, 40.70792002598968)",7586
"(-73.99989932153854, 40.70768296586463, -74.00100771078944, 40.70707789900013)",7166
"(-73.9994556497317, 40.70792002598968, -73.99935295149159, 40.707978742387816)",7586
"(-73.99935295149159, 40.707978742387816, -73.99928731137852, 40.708016603091)",7586
"(-73.99928731137852, 40.708016603091, -73.99919451201151, 40.70794737568406)",6280
"(-73.99928731137852, 40.708016603091, -73.99922363440119, 40.70805305176842)",5623
"(-73.99928731137852, 40.708016603091, -73.99936195595382, 40.70807228663577)",6941
"(-74.00360156361408, 40.71144633221096, -74.00353144310918, 40.71139214434803)",6941
"(-74.00360156361408, 40.71144633221096, -74.00378803913712, 40.71160065215392)",6941
"(-74.00353144310918, 40.71139214434803, -74.00333184725669, 40.71124208288115)",6941
"(-74.00333184725669, 40.71124208288115, -74.00328686388329, 40.711207248815576)",6941
"(-74.00328686388329, 40.711207248815576, -74.00276772819791, 40.710789301186395)",6941
"(-74.00276772819791, 40.710789301186395, -74.00267634600773, 40.71071582616621)",6941
"(-74.00267634600773, 40.71071582616621, -74.00173688931052, 40.709960169665855)",6941
"(-74.00173688931052, 40.709960169665855, -74.00155908225975, 40.70981710803988)",6941
"(-74.00155908225975, 40.70981710803988, -74.00147140325888, 40.70974655416164)",6941
"(-74.00147140325888, 40.70974655416164, -74.00134439984286, 40.70964629282545)",6941
"(-74.00134439984286, 40.70964629282545, -74.00055005017921, 40.70901791648548)",6941
"(-74.00055005017921, 40.70901791648548, -74.0002656672536, 40.70879294912201)",6941
"(-74.0002656672536, 40.70879294912201, -74.00019103175714, 40.70873391176482)",6941
"(-74.00019103175714, 40.70873391176482, -74.00012359130507, 40.708684518824825)",6941
"(-74.00012359130507, 40.708684518824825, -74.00000765644326, 40.70859961870657)",6941
"(-74.00000765644326, 40.70859961870657, -73.99992936478739, 40.708536817042024)",6941
"(-73.99992936478739, 40.708536817042024, -73.99981193941389, 40.708442614444415)",6941
"(-73.99981193941389, 40.708442614444415, -73.99956273321519, 40.708236483171774)",6941
"(-73.99956273321519, 40.708236483171774, -73.99944281441104, 40.70813655653566)",6941
"(-73.99944281441104, 40.70813655653566, -73.99939955105094, 40.70810033776012)",6941
"(-73.99939955105094, 40.70810033776012, -73.99936195595382, 40.70807228663577)",6941
"(-73.99919451201151, 40.70794737568406, -73.99808986424786, 40.707071899162706)",6280
"(-73.99808986424786, 40.707071899162706, -73.99654394072614, 40.705846644516775)",6280
"(-74.00263900207327, 40.706223527461404, -74.0021484675067, 40.70650331212912)",7166
"(-74.0021484675067, 40.70650331212912, -74.00202770343076, 40.70657163161143)",7166
"(-74.00202770343076, 40.70657163161143, -74.00112142778099, 40.7070165182001)",7166
"(-74.00112142778099, 40.7070165182001, -74.00100771078944, 40.70707789900013)",7166
"(-74.00585977028695, 40.71013970356433, -74.00559862332402, 40.710396965506504)",6895
"(-74.00559862332402, 40.710396965506504, -74.0058663676889, 40.71065027218099)",6895
"(-74.00647921408081, 40.71123006291923, -74.0058663676889, 40.71065027218099)",6895
"(-74.00647921408081, 40.71123006291923, -74.00607959093682, 40.71151464071383)",6895
"(-73.99922363440119, 40.70805305176842, -73.99911786037545, 40.708098286382736)",5623
"(-74.00603546702807, 40.71190618869709, -74.0060137085332, 40.71185388727404)",10419
"(-74.00603546702807, 40.71190618869709, -74.00565912303166, 40.71192432338665)",394
"(-74.00603546702807, 40.71190618869709, -74.00606917563722, 40.71200842820671)",10025
"(-74.0060137085332, 40.71185388727404, -74.00585049608735, 40.71167768915194)",10419
"(-74.00585049608735, 40.71167768915194, -74.00545000674387, 40.711305090971614)",3764
"(-74.00585049608735, 40.71167768915194, -74.00599445396749, 40.71157526666082)",6895
"(-73.99621205200245, 40.70558359018458, -73.99497729772911, 40.7046049012552)",6280
"(-73.99621205200245, 40.70558359018458, -73.99654394072614, 40.705846644516775)",6280
"(-73.99497729772911, 40.7046049012552, -73.994636034898, 40.704334402800356)",6280
"(-73.994636034898, 40.704334402800356, -73.99338985384722, 40.70333187851451)",6280
"(-74.00545000674387, 40.711305090971614, -74.00532769155686, 40.711192604892)",2516
"(-74.00599445396749, 40.71157526666082, -74.00607959093682, 40.71151464071383)",6895
"(-74.00558932964128, 40.71217005364715, -74.00485768104453, 40.71245254101437)",10025
"(-74.00558932964128, 40.71217005364715, -74.00574044701281, 40.712088757112944)",10025
"(-74.00485768104453, 40.71245254101437, -74.00470652318825, 40.71257401537005)",2362
"(-74.00485768104453, 40.71245254101437, -74.00457118009844, 40.71241641795732)",9234
"(-74.00405900736875, 40.713134789760524, -74.00360280435874, 40.713645430424215)",6710
"(-74.00405900736875, 40.713134789760524, -74.00421405324347, 40.71298074285387)",6710
"(-74.00360280435874, 40.713645430424215, -74.00439989870408, 40.71399166700272)",5075
"(-74.00360280435874, 40.713645430424215, -74.00309374093763, 40.713957778280175)",3468
"(-74.00360280435874, 40.713645430424215, -74.00340361849227, 40.71415051478918)",8235
"(-74.00439989870408, 40.71399166700272, -74.00446683755874, 40.71402247088709)",5075
"(-74.00309374093763, 40.713957778280175, -74.0028332138754, 40.71414433022602)",3468
"(-74.00340361849227, 40.71415051478918, -74.00318118855122, 40.71470655029649)",8235
"(-74.00318118855122, 40.71470655029649, -74.00302949478385, 40.71558506522667)",8235
"(-74.00302949478385, 40.71558506522667, -74.00280723437513, 40.71588619247816)",8235
"(-74.00280723437513, 40.71588619247816, -74.00255806000575, 40.716180773180604)",8235
"(-74.00255806000575, 40.716180773180604, -74.00207771771657, 40.7167308954958)",8235
