trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
1471,2017-02-06 17:35:45,2017-02-06 18:00:16,128,MacDougal St & Prince St,40.72710258,-74.00297088,3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,17304,Subscriber,1985.0,1,"('128', '3107')"
1791,2017-02-02 20:29:00,2017-02-02 20:58:52,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,24869,Subscriber,1974.0,1,"('128', '460')"
1581,2017-02-08 18:43:27,2017-02-08 19:09:48,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,18405,Subscriber,1988.0,2,"('128', '460')"
1851,2017-02-20 16:59:59,2017-02-20 17:30:50,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,26545,Subscriber,1994.0,1,"('128', '460')"
1575,2017-02-28 20:59:58,2017-02-28 21:26:14,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,18670,Subscriber,1974.0,1,"('128', '460')"
1123,2017-02-21 23:36:05,2017-02-21 23:54:49,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,25763,Subscriber,1989.0,1,"('128', '532')"
2291,2017-02-22 17:34:30,2017-02-22 18:12:41,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,19496,Subscriber,1986.0,2,"('128', '532')"
1143,2017-02-22 18:13:19,2017-02-22 18:32:23,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,25709,Subscriber,1987.0,1,"('128', '532')"
1378,2017-02-27 23:17:00,2017-02-27 23:39:59,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,16135,Subscriber,1989.0,1,"('128', '532')"
1320,2017-02-21 11:19:42,2017-02-21 11:41:43,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17273,Customer,,0,"('150', '481')"
1305,2017-02-21 11:20:07,2017-02-21 11:41:53,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,16712,Customer,,0,"('150', '481')"
1287,2017-02-21 11:20:14,2017-02-21 11:41:42,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,25226,Customer,,0,"('150', '481')"
1294,2017-02-21 11:20:17,2017-02-21 11:41:51,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,26761,Customer,,0,"('150', '481')"
1105,2017-02-18 11:40:02,2017-02-18 11:58:27,150,E 2 St & Avenue C,40.7208736,-73.98085795,532,S 5 Pl & S 4 St,40.710451,-73.960876,16290,Customer,,0,"('150', '532')"
1281,2017-02-20 11:17:40,2017-02-20 11:39:02,150,E 2 St & Avenue C,40.7208736,-73.98085795,532,S 5 Pl & S 4 St,40.710451,-73.960876,19654,Subscriber,1985.0,1,"('150', '532')"
