trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
2565,2020-08-08 21:39:47.3400,2020-08-08 22:22:33.1830,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,393,E 5 St & Avenue C,40.72299208,-73.97995466,41283,Customer,1997,2,"('120', '393')"
2522,2020-08-08 21:40:28.6280,2020-08-08 22:22:31.4840,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,393,E 5 St & Avenue C,40.72299208,-73.97995466,30032,Customer,1999,2,"('120', '393')"
2483,2020-08-08 21:40:58.0580,2020-08-08 22:22:21.9450,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,393,E 5 St & Avenue C,40.72299208,-73.97995466,41139,Customer,1996,1,"('120', '393')"
3202,2020-08-01 14:41:19.3420,2020-08-01 15:34:42.1050,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,18375,Subscriber,1982,2,"('127', '532')"
2133,2020-08-01 15:02:55.3320,2020-08-01 15:38:28.5550,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,44858,Customer,1990,2,"('127', '532')"
2007,2020-08-01 15:04:48.1300,2020-08-01 15:38:15.4580,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,41945,Customer,1990,1,"('127', '532')"
1983,2020-08-02 03:06:03.5910,2020-08-02 03:39:06.7710,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,38137,Subscriber,1998,2,"('127', '532')"
1703,2020-08-10 18:42:31.1470,2020-08-10 19:10:54.6060,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,35185,Subscriber,1991,1,"('127', '532')"
1766,2020-08-14 16:40:37.2030,2020-08-14 17:10:03.3440,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,45665,Subscriber,1994,1,"('127', '532')"
1246,2020-08-14 19:41:27.2730,2020-08-14 20:02:13.6650,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,37819,Subscriber,1984,1,"('127', '532')"
1295,2020-08-18 21:37:25.8050,2020-08-18 21:59:01.4280,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,41940,Subscriber,1997,2,"('127', '532')"
1593,2020-08-22 10:38:06.9970,2020-08-22 11:04:40.9590,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,45203,Customer,1997,2,"('127', '532')"
1544,2020-08-22 10:38:55.2780,2020-08-22 11:04:39.9330,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,31495,Subscriber,1969,0,"('127', '532')"
3250,2020-08-22 18:32:49.4820,2020-08-22 19:26:59.7080,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,42818,Subscriber,1978,1,"('127', '532')"
1466,2020-08-23 19:39:20.3120,2020-08-23 20:03:46.5390,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,46112,Customer,1991,0,"('127', '532')"
