trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
1654,2020-12-03 18:24:52.6870,2020-12-03 18:52:27.0260,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,31854,Subscriber,1990,1,"('127', '532')"
2216,2020-12-09 13:15:20.3740,2020-12-09 13:52:16.6430,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,48967,Subscriber,1978,1,"('127', '532')"
999,2020-12-06 04:59:07.8670,2020-12-06 05:15:47.3010,128,MacDougal St & Prince St,40.72710258,-74.00297088,3080,S 4 St & Rodney St,40.70934,-73.95608,49694,Subscriber,1990,1,"('128', '3080')"
1066,2020-12-21 14:35:12.5430,2020-12-21 14:52:58.8640,128,MacDougal St & Prince St,40.72710258,-74.00297088,3080,S 4 St & Rodney St,40.70934,-73.95608,49912,Subscriber,1975,1,"('128', '3080')"
1256,2020-12-22 12:59:53.9220,2020-12-22 13:20:50.5780,128,MacDougal St & Prince St,40.72710258,-74.00297088,3080,S 4 St & Rodney St,40.70934,-73.95608,49611,Subscriber,1975,1,"('128', '3080')"
1704,2020-12-06 12:17:29.6480,2020-12-06 12:45:53.7840,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,39779,Customer,1996,2,"('128', '532')"
3614,2020-12-13 16:10:29.9730,2020-12-13 17:10:44.2930,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,43743,Customer,1969,0,"('128', '532')"
3600,2020-12-13 16:10:53.7460,2020-12-13 17:10:54.4980,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,48877,Customer,1969,0,"('128', '532')"
3578,2020-12-13 16:11:19.1150,2020-12-13 17:10:58.1030,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,28904,Customer,1969,0,"('128', '532')"
3570,2020-12-13 16:11:36.0060,2020-12-13 17:11:06.4660,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,46928,Customer,1969,0,"('128', '532')"
3032,2020-12-13 16:20:20.8450,2020-12-13 17:10:52.8720,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,45839,Customer,1969,0,"('128', '532')"
695,2020-12-14 15:26:15.8000,2020-12-14 15:37:51.5920,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,49927,Subscriber,1995,1,"('128', '532')"
1514,2020-12-25 14:57:12.6430,2020-12-25 15:22:26.9650,152,Warren St & W Broadway,40.71473993,-74.00910627,532,S 5 Pl & S 5 St,40.710451,-73.960876,31022,Subscriber,1998,1,"('152', '532')"
1281,2020-12-28 12:28:50.2380,2020-12-28 12:50:12.0400,152,Warren St & W Broadway,40.71473993,-74.00910627,532,S 5 Pl & S 5 St,40.710451,-73.960876,49891,Customer,1969,0,"('152', '532')"
2736,2020-12-07 19:17:20.8170,2020-12-07 20:02:57.7090,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,30112,Subscriber,1990,2,"('168', '3856')"
1734,2020-12-08 19:20:01.1900,2020-12-08 19:48:55.2370,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,35985,Subscriber,1990,2,"('168', '3856')"
2102,2020-12-10 17:35:43.9720,2020-12-10 18:10:46.1370,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,45875,Subscriber,1990,2,"('168', '3856')"
2462,2020-12-14 19:34:18.8060,2020-12-14 20:15:21.3070,168,W 18 St & 6 Ave,40.73971301,-73.99456405,3856,Kingsland Ave & Nassau Ave,40.72577,-73.94173,46955,Subscriber,1990,2,"('168', '3856')"
1232,2020-12-07 22:20:11.8710,2020-12-07 22:40:44.5770,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,49657,Customer,1992,1,"('2010', '3016')"
1277,2020-12-08 17:30:19.4260,2020-12-08 17:51:36.7080,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,36718,Subscriber,1993,1,"('2010', '3016')"
1189,2020-12-28 15:28:25.6030,2020-12-28 15:48:14.9510,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,36953,Customer,1990,1,"('2010', '3016')"
869,2020-12-11 15:08:56.4920,2020-12-11 15:23:25.5670,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,389,Broadway & Berry St,40.71044554,-73.96525063,48462,Customer,1996,2,"('2010', '389')"
1087,2020-12-15 15:46:50.5440,2020-12-15 16:04:57.7620,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,389,Broadway & Berry St,40.71044554,-73.96525063,39747,Subscriber,1990,1,"('2010', '389')"
887,2020-12-01 02:36:46.0530,2020-12-01 02:51:33.4180,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,47538,Subscriber,1978,1,"('2010', '532')"
817,2020-12-01 17:19:21.1400,2020-12-01 17:32:59.1130,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,36535,Subscriber,1985,2,"('2010', '532')"
974,2020-12-01 18:00:52.0090,2020-12-01 18:17:06.8380,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,37424,Subscriber,1987,2,"('2010', '532')"
843,2020-12-02 17:30:05.3260,2020-12-02 17:44:08.4200,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,48472,Subscriber,1985,2,"('2010', '532')"
776,2020-12-03 16:27:37.0120,2020-12-03 16:40:33.4550,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,35741,Subscriber,1985,2,"('2010', '532')"
1270,2020-12-04 16:29:31.2220,2020-12-04 16:50:41.8900,2010,Grand St & Greene St,40.72170005235607,-74.00238141417502,532,S 5 Pl & S 5 St,40.710451,-73.960876,36575,Customer,1991,0,"('2010', '532')"
