trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
1831,2017-05-14 17:32:09,2017-05-14 18:02:40,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,25589,Subscriber,1969.0,2,"('120', '356')"
1693,2017-05-21 14:58:23,2017-05-21 15:26:37,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,19212,Subscriber,1969.0,2,"('120', '356')"
1964,2017-05-28 14:41:42,2017-05-28 15:14:27,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,19699,Subscriber,1969.0,2,"('120', '356')"
2791,2017-05-26 17:47:19,2017-05-26 18:33:50,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,410,Suffolk St & Stanton St,40.72066442,-73.98517977,21268,Subscriber,1985.0,1,"('120', '410')"
1387,2017-05-29 13:13:21,2017-05-29 13:36:28,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,410,Suffolk St & Stanton St,40.72066442,-73.98517977,19984,Subscriber,1992.0,1,"('120', '410')"
3435,2017-05-21 13:12:42,2017-05-21 14:09:58,127,Barrow St & Hudson St,40.73172428,-74.00674436,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,26809,Subscriber,1992.0,2,"('127', '2002')"
2224,2017-05-10 18:05:29,2017-05-10 18:42:34,127,Barrow St & Hudson St,40.73172428,-74.00674436,3082,Hope St & Union Ave,40.71167351,-73.95141312,18068,Subscriber,1991.0,2,"('127', '3082')"
1582,2017-05-12 20:43:44,2017-05-12 21:10:06,127,Barrow St & Hudson St,40.73172428,-74.00674436,3082,Hope St & Union Ave,40.71167351,-73.95141312,28848,Subscriber,1990.0,1,"('127', '3082')"
1732,2017-05-16 21:27:45,2017-05-16 21:56:38,127,Barrow St & Hudson St,40.73172428,-74.00674436,3082,Hope St & Union Ave,40.71167351,-73.95141312,25412,Subscriber,1990.0,1,"('127', '3082')"
1494,2017-05-23 22:15:30,2017-05-23 22:40:24,127,Barrow St & Hudson St,40.73172428,-74.00674436,3082,Hope St & Union Ave,40.71167351,-73.95141312,16635,Subscriber,1990.0,1,"('127', '3082')"
1433,2017-05-24 20:14:18,2017-05-24 20:38:11,127,Barrow St & Hudson St,40.73172428,-74.00674436,3082,Hope St & Union Ave,40.71167351,-73.95141312,29413,Subscriber,1990.0,1,"('127', '3082')"
