trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
1489,2018-02-01 09:09:11.4280,2018-02-01 09:34:00.4870,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,410,Suffolk St & Stanton St,40.72066442,-73.98517977,28806,Subscriber,1991,2,"('120', '410')"
1677,2018-02-14 08:24:58.0380,2018-02-14 08:52:55.9770,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,410,Suffolk St & Stanton St,40.72066442,-73.98517977,32534,Subscriber,1991,2,"('120', '410')"
1333,2018-02-15 20:47:01.4530,2018-02-15 21:09:14.5630,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,32073,Subscriber,1981,2,"('127', '532')"
1250,2018-02-18 14:06:27.0360,2018-02-18 14:27:17.5150,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,20257,Subscriber,1995,2,"('127', '532')"
2362,2018-02-15 20:24:34.7000,2018-02-15 21:03:57.1160,128,MacDougal St & Prince St,40.72710258,-74.00297088,3112,Milton St & Franklin St,40.72906,-73.95779,20333,Subscriber,1964,1,"('128', '3112')"
2289,2018-02-15 20:26:02.7260,2018-02-15 21:04:12.2390,128,MacDougal St & Prince St,40.72710258,-74.00297088,3112,Milton St & Franklin St,40.72906,-73.95779,15339,Subscriber,1975,2,"('128', '3112')"
2161,2018-02-15 20:27:58.1530,2018-02-15 21:04:00.0740,128,MacDougal St & Prince St,40.72710258,-74.00297088,3112,Milton St & Franklin St,40.72906,-73.95779,18156,Subscriber,1985,1,"('128', '3112')"
2369,2018-02-01 19:08:06.3570,2018-02-01 19:47:35.4610,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,15009,Subscriber,1964,1,"('128', '532')"
1630,2018-02-01 21:17:05.9820,2018-02-01 21:44:16.8050,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,17089,Subscriber,1993,2,"('128', '532')"
1240,2018-02-13 19:08:35.1090,2018-02-13 19:29:15.1350,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,19644,Subscriber,1990,1,"('128', '532')"
1836,2018-02-23 17:12:37.5800,2018-02-23 17:43:14.0150,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,25177,Customer,1969,1,"('128', '532')"
1096,2018-02-26 08:53:22.9690,2018-02-26 09:11:39.6240,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,27378,Subscriber,1976,1,"('128', '532')"
1178,2018-02-27 12:45:01.8010,2018-02-27 13:04:40.0850,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 5 St,40.710451,-73.960876,25960,Subscriber,1972,1,"('128', '532')"
1037,2018-02-20 15:45:19.4160,2018-02-20 16:02:36.7010,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,15664,Subscriber,1971,0,"('150', '481')"
1597,2018-02-23 20:17:26.4340,2018-02-23 20:44:03.7160,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,19133,Subscriber,1954,1,"('150', '481')"
1492,2018-02-23 20:19:28.1420,2018-02-23 20:44:20.1690,150,E 2 St & Avenue C,40.7208736,-73.98085795,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,31256,Subscriber,1956,1,"('150', '481')"
689,2018-02-04 11:17:37.7870,2018-02-04 11:29:06.9210,150,E 2 St & Avenue C,40.7208736,-73.98085795,532,S 5 Pl & S 5 St,40.710451,-73.960876,31313,Subscriber,1991,1,"('150', '532')"
1119,2018-02-26 22:24:18.2600,2018-02-26 22:42:57.5370,150,E 2 St & Avenue C,40.7208736,-73.98085795,532,S 5 Pl & S 5 St,40.710451,-73.960876,30243,Subscriber,1990,2,"('150', '532')"
944,2018-02-05 19:56:16.6550,2018-02-05 20:12:01.4040,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,25585,Subscriber,1993,1,"('151', '3016')"
982,2018-02-13 19:35:24.2930,2018-02-13 19:51:46.5030,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,32467,Subscriber,1993,1,"('151', '3016')"
1119,2018-02-14 18:42:14.9110,2018-02-14 19:00:54.1950,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,20556,Subscriber,1993,1,"('151', '3016')"
1154,2018-02-15 20:03:00.8100,2018-02-15 20:22:15.5740,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,32244,Subscriber,1993,1,"('151', '3016')"
1056,2018-02-22 19:29:29.6540,2018-02-22 19:47:06.5900,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,20138,Subscriber,1993,1,"('151', '3016')"
2693,2018-02-26 18:42:18.6730,2018-02-26 19:27:11.7250,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,20988,Subscriber,1993,1,"('151', '3016')"
1169,2018-02-14 11:01:35.9720,2018-02-14 11:21:05.4270,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3112,Milton St & Franklin St,40.72906,-73.95779,32959,Subscriber,1990,1,"('151', '3112')"
1440,2018-02-26 18:19:51.8410,2018-02-26 18:43:51.8670,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,3112,Milton St & Franklin St,40.72906,-73.95779,33023,Subscriber,1979,1,"('151', '3112')"
1122,2018-02-08 16:29:27.8230,2018-02-08 16:48:10.3200,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,389,Broadway & Berry St,40.71044554,-73.96525063,19628,Subscriber,1990,0,"('151', '389')"
1053,2018-02-09 14:16:13.2080,2018-02-09 14:33:46.6920,151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,389,Broadway & Berry St,40.71044554,-73.96525063,21038,Subscriber,1981,1,"('151', '389')"
