trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
2049,5/5/2016 17:56:16,5/5/2016 18:30:26,127,Barrow St & Hudson St,40.73172428,-74.00674436,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,24116,Subscriber,1972.0,1,"('127', '2002')"
2119,5/13/2016 08:19:19,5/13/2016 08:54:39,127,Barrow St & Hudson St,40.73172428,-74.00674436,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,15283,Subscriber,1967.0,2,"('127', '2002')"
2166,5/18/2016 08:27:06,5/18/2016 09:03:12,127,Barrow St & Hudson St,40.73172428,-74.00674436,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,16599,Subscriber,1967.0,2,"('127', '2002')"
1529,5/11/2016 19:11:22,5/11/2016 19:36:51,127,Barrow St & Hudson St,40.73172428,-74.00674436,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,24963,Subscriber,1988.0,1,"('127', '460')"
1432,5/20/2016 21:12:17,5/20/2016 21:36:09,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 4 St,40.710451,-73.960876,25108,Subscriber,1969.0,1,"('127', '532')"
1949,5/22/2016 18:33:55,5/22/2016 19:06:25,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 4 St,40.710451,-73.960876,19924,Subscriber,1987.0,1,"('127', '532')"
1521,5/12/2016 19:25:20,5/12/2016 19:50:41,128,MacDougal St & Prince St,40.72710258,-74.00297088,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,21979,Subscriber,1984.0,1,"('128', '2002')"
1136,5/19/2016 19:04:58,5/19/2016 19:23:55,128,MacDougal St & Prince St,40.72710258,-74.00297088,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,21625,Subscriber,1973.0,1,"('128', '2002')"
1360,5/26/2016 17:17:16,5/26/2016 17:39:56,128,MacDougal St & Prince St,40.72710258,-74.00297088,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,16936,Subscriber,1981.0,1,"('128', '2002')"
1872,5/9/2016 14:51:25,5/9/2016 15:22:37,128,MacDougal St & Prince St,40.72710258,-74.00297088,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,15805,Subscriber,1983.0,1,"('128', '3016')"
1788,5/9/2016 19:28:50,5/9/2016 19:58:39,128,MacDougal St & Prince St,40.72710258,-74.00297088,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,18964,Subscriber,1986.0,2,"('128', '3076')"
1587,5/10/2016 19:23:05,5/10/2016 19:49:32,128,MacDougal St & Prince St,40.72710258,-74.00297088,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,16067,Subscriber,1986.0,2,"('128', '3076')"
1604,5/16/2016 21:29:34,5/16/2016 21:56:18,128,MacDougal St & Prince St,40.72710258,-74.00297088,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,17030,Subscriber,1984.0,2,"('128', '3076')"
1579,5/16/2016 21:30:07,5/16/2016 21:56:26,128,MacDougal St & Prince St,40.72710258,-74.00297088,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,18226,Subscriber,1983.0,1,"('128', '3076')"
1967,5/11/2016 18:06:47,5/11/2016 18:39:35,128,MacDougal St & Prince St,40.72710258,-74.00297088,3116,Huron St & Franklin St,40.73266,-73.95826,17883,Subscriber,1981.0,2,"('128', '3116')"
1952,5/16/2016 18:15:42,5/16/2016 18:48:15,128,MacDougal St & Prince St,40.72710258,-74.00297088,3116,Huron St & Franklin St,40.73266,-73.95826,24336,Subscriber,1981.0,2,"('128', '3116')"
1996,5/9/2016 18:04:54,5/9/2016 18:38:10,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,23727,Subscriber,1985.0,1,"('128', '460')"
1970,5/9/2016 20:08:08,5/9/2016 20:40:58,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,20505,Subscriber,1974.0,1,"('128', '460')"
1740,5/10/2016 18:10:46,5/10/2016 18:39:46,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,23185,Subscriber,1985.0,1,"('128', '460')"
1698,5/11/2016 00:29:28,5/11/2016 00:57:47,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,15403,Subscriber,1974.0,1,"('128', '460')"
1479,5/12/2016 00:15:19,5/12/2016 00:39:58,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,22541,Subscriber,1974.0,1,"('128', '460')"
1467,5/18/2016 17:12:43,5/18/2016 17:37:10,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,18021,Subscriber,1989.0,2,"('128', '460')"
1365,5/23/2016 18:15:36,5/23/2016 18:38:21,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,23119,Subscriber,1985.0,1,"('128', '460')"
1750,5/31/2016 18:12:56,5/31/2016 18:42:07,128,MacDougal St & Prince St,40.72710258,-74.00297088,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,25192,Subscriber,1985.0,1,"('128', '460')"
1623,5/12/2016 18:31:25,5/12/2016 18:58:28,128,MacDougal St & Prince St,40.72710258,-74.00297088,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,14555,Subscriber,1988.0,2,"('128', '481')"
1769,5/20/2016 19:04:56,5/20/2016 19:34:25,128,MacDougal St & Prince St,40.72710258,-74.00297088,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,19287,Customer,,0,"('128', '481')"
1682,5/22/2016 18:14:10,5/22/2016 18:42:12,128,MacDougal St & Prince St,40.72710258,-74.00297088,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,22633,Subscriber,1985.0,1,"('128', '481')"
1705,5/22/2016 18:14:34,5/22/2016 18:42:59,128,MacDougal St & Prince St,40.72710258,-74.00297088,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,17259,Subscriber,1985.0,1,"('128', '481')"
1344,5/31/2016 18:12:27,5/31/2016 18:34:51,128,MacDougal St & Prince St,40.72710258,-74.00297088,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,23911,Subscriber,1983.0,1,"('128', '481')"
1152,5/3/2016 01:59:56,5/3/2016 02:19:08,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,18553,Subscriber,1989.0,1,"('128', '532')"
1082,5/6/2016 03:01:25,5/6/2016 03:19:27,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,23149,Subscriber,1989.0,1,"('128', '532')"
1403,5/9/2016 19:02:28,5/9/2016 19:25:51,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,18722,Subscriber,1988.0,2,"('128', '532')"
1281,5/13/2016 18:09:54,5/13/2016 18:31:16,128,MacDougal St & Prince St,40.72710258,-74.00297088,532,S 5 Pl & S 4 St,40.710451,-73.960876,17533,Customer,,0,"('128', '532')"
