trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
2078,2019-05-07 18:21:57.6790,2019-05-07 18:56:35.7390,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,25566,Subscriber,1988,1,"('127', '532')"
2036,2019-05-07 18:22:34.3510,2019-05-07 18:56:31.2980,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,19973,Subscriber,1989,2,"('127', '532')"
2042,2019-05-07 18:22:41.3910,2019-05-07 18:56:44.2450,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,19083,Subscriber,1986,1,"('127', '532')"
1262,2019-05-11 17:14:07.2220,2019-05-11 17:35:10.1410,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,33741,Subscriber,1995,2,"('127', '532')"
1352,2019-05-17 15:12:11.9840,2019-05-17 15:34:44.5160,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,16883,Subscriber,1995,2,"('127', '532')"
1197,2019-05-18 14:32:22.3200,2019-05-18 14:52:19.8330,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,33572,Subscriber,1966,1,"('127', '532')"
1509,2019-05-18 17:25:09.6840,2019-05-18 17:50:18.7560,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,33800,Subscriber,1995,2,"('127', '532')"
1281,2019-05-21 13:39:30.7340,2019-05-21 14:00:52.2060,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,27461,Subscriber,1995,2,"('127', '532')"
1502,2019-05-22 13:10:25.3120,2019-05-22 13:35:27.6180,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,21198,Subscriber,1995,2,"('127', '532')"
1536,2019-05-25 14:00:20.0930,2019-05-25 14:25:56.8740,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,33130,Customer,1995,2,"('127', '532')"
1345,2019-05-26 14:55:31.5740,2019-05-26 15:17:56.6710,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,34955,Customer,1995,2,"('127', '532')"
1340,2019-05-29 13:44:21.9090,2019-05-29 14:06:42.9000,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,25531,Subscriber,1995,2,"('127', '532')"
1286,2019-05-30 13:27:37.6060,2019-05-30 13:49:04.5860,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,33851,Subscriber,1995,2,"('127', '532')"
1570,2019-05-31 13:13:35.7340,2019-05-31 13:39:46.6050,127,Barrow St & Hudson St,40.73172428,-74.00674436,532,S 5 Pl & S 5 St,40.710451,-73.960876,27597,Subscriber,1995,2,"('127', '532')"
1481,2019-05-01 18:19:01.5350,2019-05-01 18:43:43.4450,128,MacDougal St & Prince St,40.72710258,-74.00297088,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,32890,Subscriber,1985,1,"('128', '2002')"
1499,2019-05-08 20:08:44.1900,2019-05-08 20:33:43.9050,128,MacDougal St & Prince St,40.72710258,-74.00297088,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,30302,Subscriber,1985,1,"('128', '2002')"
1733,2019-05-18 23:42:30.5040,2019-05-19 00:11:24.4620,128,MacDougal St & Prince St,40.72710258,-74.00297088,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,18201,Subscriber,1990,1,"('128', '3016')"
1515,2019-05-26 14:38:11.2880,2019-05-26 15:03:27.1860,128,MacDougal St & Prince St,40.72710258,-74.00297088,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,32161,Subscriber,1983,1,"('128', '3016')"
1833,2019-05-31 16:00:22.6940,2019-05-31 16:30:55.7270,128,MacDougal St & Prince St,40.72710258,-74.00297088,3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,26405,Subscriber,1972,1,"('128', '3016')"
1695,2019-05-02 18:09:16.5470,2019-05-02 18:37:31.6280,128,MacDougal St & Prince St,40.72710258,-74.00297088,3072,Leonard St & Boerum St,40.70583339,-73.94644578,21015,Subscriber,1989,1,"('128', '3072')"
1566,2019-05-06 18:32:53.7540,2019-05-06 18:59:00.3240,128,MacDougal St & Prince St,40.72710258,-74.00297088,3072,Leonard St & Boerum St,40.70583339,-73.94644578,34223,Subscriber,1989,1,"('128', '3072')"
