trip_duration,start_time,stop_time,start_station_id,start_station_name,start_lat,start_lon,end_station_id,end_station_name,end_lat,end_lon,bike_id,user_type,birth_year,gender,od_pair
14651,2020-01-12 08:37:50.2130,2020-01-12 12:42:01.2230,127,Barrow St & Hudson St,40.73172428,-74.00674436,3092,Berry St & N 8 St,40.7190095,-73.95852515,18681,Subscriber,1982,1,"('127', '3092')"
1312,2020-01-13 17:59:00.1260,2020-01-13 18:20:53.1240,128,MacDougal St & Prince St,40.72710258,-74.00297088,3092,Berry St & N 8 St,40.7190095,-73.95852515,14661,Subscriber,1985,1,"('128', '3092')"
1378,2020-01-14 17:22:43.0920,2020-01-14 17:45:41.2720,128,MacDougal St & Prince St,40.72710258,-74.00297088,3092,Berry St & N 8 St,40.7190095,-73.95852515,39123,Subscriber,1985,1,"('128', '3092')"
1503,2020-01-22 18:24:57.8670,2020-01-22 18:50:00.9420,128,MacDougal St & Prince St,40.72710258,-74.00297088,3092,Berry St & N 8 St,40.7190095,-73.95852515,29075,Subscriber,1985,1,"('128', '3092')"
1466,2020-01-29 19:15:17.1360,2020-01-29 19:39:43.2500,128,MacDougal St & Prince St,40.72710258,-74.00297088,3092,Berry St & N 8 St,40.7190095,-73.95852515,32881,Subscriber,1985,1,"('128', '3092')"
1387,2020-01-06 19:31:48.3260,2020-01-06 19:54:55.5960,128,MacDougal St & Prince St,40.72710258,-74.00297088,3096,Union Ave & N 12 St,40.71924,-73.95242,21152,Subscriber,1986,1,"('128', '3096')"
1514,2020-01-13 19:42:25.7520,2020-01-13 20:07:40.2250,128,MacDougal St & Prince St,40.72710258,-74.00297088,3096,Union Ave & N 12 St,40.71924,-73.95242,39975,Subscriber,1986,1,"('128', '3096')"
1679,2020-01-24 18:58:43.8780,2020-01-24 19:26:43.8350,128,MacDougal St & Prince St,40.72710258,-74.00297088,3096,Union Ave & N 12 St,40.71924,-73.95242,39835,Subscriber,1981,1,"('128', '3096')"
1267,2020-01-02 18:49:22.1480,2020-01-02 19:10:29.6330,128,MacDougal St & Prince St,40.72710258,-74.00297088,389,Broadway & Berry St,40.71044554,-73.96525063,39560,Subscriber,1987,1,"('128', '389')"
1312,2020-01-06 17:54:01.2540,2020-01-06 18:15:53.8560,128,MacDougal St & Prince St,40.72710258,-74.00297088,389,Broadway & Berry St,40.71044554,-73.96525063,40687,Subscriber,1987,1,"('128', '389')"
