id,date,lat,lon
3342,201608,40.6777748,-74.0094613
3343,201608,40.7997568,-73.9621128676
3343,202001,40.8,-73.962
3344,201609,40.679043,-74.011169
3344.02,202103,40.651566,-73.972212
3345,201607,40.78948541553215,-73.95242929458618
3345,202001,40.788,-73.953
3346,201610,40.675146838709786,-73.97523209452629
3346,202002,40.674,-73.974
3347,201609,40.6773429,-74.01275056
3347.03,202102,40.651354,-74.007168
3348,201609,40.677236,-74.015665
3349,201609,40.6729679,-73.97087984
335,201310,40.72903917,-73.99404649
335,201912,40.728,-73.995
3350,201608,40.7973721,-73.97041192
3350,201912,40.797,-73.971
3351,201608,40.7869946,-73.94164802
3352,201701,40.67267243410948,-74.0087952464819
3353,201608,40.6747844,-74.01612847
3353.04,202103,40.650739,-73.977739
3354,201609,40.668132,-73.97363831
3354,202003,40.668,-73.974
3355,201609,40.76800889305947,-73.96845281124115
3356,201609,40.7746671,-73.98470567
3356,202002,40.776,-73.986
3356.05,202102,40.652502,-74.013587
3357,201607,40.8008363,-73.9664492472
3358,201609,40.6711978,-73.97484126
3359,201609,40.7691572,-73.96703464
336,201310,40.73047747,-73.99906065
3360,201609,40.7829391,-73.9786517
3360,202006,40.782,-73.98
3361,201608,40.6740886,-73.9787282
3362,201609,40.7781314,-73.96069399
3363,201608,40.7904828,-73.95033068
3364,201608,40.6751622,-73.9814832
3365,201609,40.6703837,-73.97839676
3366,201608,40.8021174,-73.9681805305
3367,201608,40.7922553,-73.95249933
3367,201912,40.791,-73.953
3368,201608,40.6728155,-73.98352355
3369,201706,40.77246067789397,-73.94682079553604
3369,201801,40.7724607,-73.9468208
337,201310,40.7037992,-74.00838676
3370,201609,40.7727966,-73.95577801
3370,202002,40.773,-73.956
3371,201612,40.674613422475815,-73.98501142859459
3372,201609,40.7689738,-73.95482273
3373,201608,40.6750705,-73.98775226
3374,201609,40.799484,-73.955613
3374,201912,40.8,-73.956
3375,201609,40.7699426,-73.96060712
3376,201609,40.76471851944339,-73.96222069859505
3376.02,202103,40.651847,-73.965248
3377,201609,40.6786115,-73.99037292
3378,201609,40.773763,-73.96222088
3378,202004,40.773,-73.962
3379,201608,40.7903051,-73.94755757
3379,202006,40.791,-73.947
3379.03,202102,40.652657,-74.002356
3381,201609,40.6777287,-73.99364123
3382,201608,40.680611,-73.99475825
3382,201912,40.68,-73.995
3383,201608,40.804213,-73.96699104
3384,201609,40.6787242,-73.99599099
3385,201608,40.7898175,-73.94296109
3385.06,202103,40.652563,-73.972573
3386,201608,40.6809591,-73.99905709
3387,201608,40.7934337,-73.94945003
3387,202006,40.794,-73.95
3388,201608,40.6828003,-73.99990419
3388.02,202102,40.652512,-74.008906
3389,201608,40.6830456,-74.00348559
339,201310,40.72580614,-73.97422494
3390,201608,40.79329668,-73.9432083
3391,201608,40.7892529,-73.93956237
3392,201608,40.6812117,-74.00860912
3393,201608,40.6794327,-74.00785041
3394,201608,40.6769993,-74.00647134
